modal	service	duration	km_category	route_id	capture_time	city	image_id
ridesharing	99Pop	9	2.0	355030815000030355030815000057	2020-08-02 03:18:21	sp	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_03-18_1596349101.png
ridesharing	99Comfort	9	2.0	355030815000030355030815000057	2020-08-02 03:18:21	sp	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_03-18_1596349101.png
ridesharing	99Pop	9	2.0	355030815000030355030815000057	2020-08-02 04:18:22	sp	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_04-18_1596352702.png
ridesharing	99Comfort	9	2.0	355030815000030355030815000057	2020-08-02 04:18:22	sp	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_04-18_1596352702.png
ridesharing	99Pop	10	2.0	355030815000030355030815000057	2020-08-02 05:17:27	sp	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_05-17_1596356247.png
ridesharing	99Comfort	10	2.0	355030815000030355030815000057	2020-08-02 05:17:27	sp	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_05-17_1596356247.png
ridesharing	UberX	10	3.0	355030815000030355030815000138	2020-08-02 01:53:58	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030815000030355030815000138_2020-08-02_01-53_1596344038.png
ridesharing	UberComfort	12	3.0	355030815000030355030815000138	2020-08-02 01:53:58	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030815000030355030815000138_2020-08-02_01-53_1596344038.png
ridesharing	UberBlack	12	3.0	355030815000030355030815000138	2020-08-02 01:53:58	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030815000030355030815000138_2020-08-02_01-53_1596344038.png
ridesharing	UberBag	12	3.0	355030815000030355030815000138	2020-08-02 01:53:58	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030815000030355030815000138_2020-08-02_01-53_1596344038.png
ridesharing	UberBlack	14	3.0	355030815000030355030815000138	2020-08-02 01:53:58	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030815000030355030815000138_2020-08-02_01-53_1596344038.png
ridesharing	99Pop	11	3.0	355030815000030355030815000138	2020-08-02 09:31:31	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030815000030355030815000138_2020-08-02_09-31_1596371491.png
ridesharing	99Pop	8	3.0	355030815000030355030815000138	2020-08-02 11:17:17	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030815000030355030815000138_2020-08-02_11-17_1596377837.png
ridesharing	99Pop	15	3.0	355030838000198355030838000005	2020-08-02 02:12:51	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_02-12_1596345171.png
ridesharing	99Comfort	15	3.0	355030838000198355030838000005	2020-08-02 02:12:51	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_02-12_1596345171.png
ridesharing	UberX	17	3.0	355030838000198355030838000005	2020-08-02 02:13:47	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_02-13_1596345227.png
ridesharing	UberComfort	17	3.0	355030838000198355030838000005	2020-08-02 02:13:47	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_02-13_1596345227.png
ridesharing	UberBlack	17	3.0	355030838000198355030838000005	2020-08-02 02:13:47	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_02-13_1596345227.png
ridesharing	UberBag	17	3.0	355030838000198355030838000005	2020-08-02 02:13:47	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_02-13_1596345227.png
ridesharing	UberBlack	17	3.0	355030838000198355030838000005	2020-08-02 02:13:47	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_02-13_1596345227.png
ridesharing	99Pop	13	3.0	355030838000198355030838000005	2020-08-02 03:17:17	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_03-17_1596349037.png
ridesharing	99Comfort	13	3.0	355030838000198355030838000005	2020-08-02 03:17:17	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_03-17_1596349037.png
ridesharing	99Pop	14	3.0	355030838000198355030838000005	2020-08-02 04:17:17	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_04-17_1596352637.png
ridesharing	99Pop	14	3.0	355030838000198355030838000005	2020-08-02 05:17:16	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_05-17_1596356236.png
ridesharing	99Comfort	14	3.0	355030838000198355030838000005	2020-08-02 05:17:16	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_05-17_1596356236.png
ridesharing	99Pop	30	14.5	355030838000198355030871000090	2020-08-02 03:37:52	sp	./volume_sp/images/app/app_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_03-37_1596350272.png
ridesharing	99Comfort	30	14.5	355030838000198355030871000090	2020-08-02 03:37:52	sp	./volume_sp/images/app/app_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_03-37_1596350272.png
ridesharing	99Pop	31	14.5	355030838000198355030871000090	2020-08-02 04:37:52	sp	./volume_sp/images/app/app_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_04-37_1596353872.png
ridesharing	99Comfort	31	14.5	355030838000198355030871000090	2020-08-02 04:37:52	sp	./volume_sp/images/app/app_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_04-37_1596353872.png
ridesharing	99Pop	31	14.5	355030838000198355030871000090	2020-08-02 05:37:52	sp	./volume_sp/images/app/app_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_05-37_1596357472.png
ridesharing	99Comfort	31	14.5	355030838000198355030871000090	2020-08-02 05:37:52	sp	./volume_sp/images/app/app_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_05-37_1596357472.png
ridesharing	99Pop	29	14.5	355030838000198355030871000090	2020-08-02 06:37:52	sp	./volume_sp/images/app/app_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_06-37_1596361072.png
ridesharing	UberX	16	3.5	355030871000079355030815000020	2020-08-02 03:26:58	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_3.5_355030871000079355030815000020_2020-08-02_03-26_1596349618.png
ridesharing	UberComfort	18	3.5	355030871000079355030815000020	2020-08-02 03:26:58	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_3.5_355030871000079355030815000020_2020-08-02_03-26_1596349618.png
ridesharing	UberBlack	17	3.5	355030871000079355030815000020	2020-08-02 03:26:58	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_3.5_355030871000079355030815000020_2020-08-02_03-26_1596349618.png
ridesharing	UberBag	13	3.5	355030871000079355030815000020	2020-08-02 03:26:58	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_3.5_355030871000079355030815000020_2020-08-02_03-26_1596349618.png
ridesharing	UberBlack	15	3.5	355030871000079355030815000020	2020-08-02 03:26:58	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_3.5_355030871000079355030815000020_2020-08-02_03-26_1596349618.png
ridesharing	UberX	17	3.5	355030871000079355030815000020	2020-08-02 05:26:59	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_3.5_355030871000079355030815000020_2020-08-02_05-26_1596356819.png
ridesharing	UberComfort	17	3.5	355030871000079355030815000020	2020-08-02 05:26:59	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_3.5_355030871000079355030815000020_2020-08-02_05-26_1596356819.png
ridesharing	UberBlack	17	3.5	355030871000079355030815000020	2020-08-02 05:26:59	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_3.5_355030871000079355030815000020_2020-08-02_05-26_1596356819.png
ridesharing	UberBag	17	3.5	355030871000079355030815000020	2020-08-02 05:26:59	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_3.5_355030871000079355030815000020_2020-08-02_05-26_1596356819.png
ridesharing	UberBlack	17	3.5	355030871000079355030815000020	2020-08-02 05:26:59	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_3.5_355030871000079355030815000020_2020-08-02_05-26_1596356819.png
ridesharing	UberX	11	4.5	355030815000030355030815000078	2020-08-02 02:29:17	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_02-29_1596346157.png
ridesharing	UberComfort	11	4.5	355030815000030355030815000078	2020-08-02 02:29:17	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_02-29_1596346157.png
ridesharing	UberBlack	10	4.5	355030815000030355030815000078	2020-08-02 02:29:17	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_02-29_1596346157.png
ridesharing	UberBag	12	4.5	355030815000030355030815000078	2020-08-02 02:29:17	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_02-29_1596346157.png
ridesharing	UberBlack	10	4.5	355030815000030355030815000078	2020-08-02 02:29:17	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_02-29_1596346157.png
ridesharing	UberX	12	4.5	355030815000030355030815000078	2020-08-02 03:33:43	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_03-33_1596350023.png
ridesharing	UberComfort	12	4.5	355030815000030355030815000078	2020-08-02 03:33:43	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_03-33_1596350023.png
ridesharing	UberBlack	12	4.5	355030815000030355030815000078	2020-08-02 03:33:43	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_03-33_1596350023.png
ridesharing	UberBag	12	4.5	355030815000030355030815000078	2020-08-02 03:33:43	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_03-33_1596350023.png
ridesharing	UberBlack	12	4.5	355030815000030355030815000078	2020-08-02 03:33:43	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_03-33_1596350023.png
ridesharing	UberX	11	4.5	355030815000030355030815000078	2020-08-02 05:33:44	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_05-33_1596357224.png
ridesharing	UberComfort	11	4.5	355030815000030355030815000078	2020-08-02 05:33:44	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_05-33_1596357224.png
ridesharing	UberBlack	11	4.5	355030815000030355030815000078	2020-08-02 05:33:44	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_05-33_1596357224.png
