modal	service	distance	km_category	route_id	capture_time	city	image_id
walk	walk	2600	3.0	355030838000198355030838000005	2020-08-02 06:22:59	sp	./volume_sp/images/modal/walk_v0_R9XMC05G2VY_3.0_355030838000198355030838000005_2020-08-02_06-22_1596360179.png
walk	walk	2600	3.0	355030838000198355030838000005	2020-08-02 07:22:58	sp	./volume_sp/images/modal/walk_v0_R9XMC05G2VY_3.0_355030838000198355030838000005_2020-08-02_07-22_1596363778.png
walk	walk	2600	3.0	355030838000198355030838000005	2020-08-02 08:22:58	sp	./volume_sp/images/modal/walk_v0_R9XMC05G2VY_3.0_355030838000198355030838000005_2020-08-02_08-22_1596367378.png
walk	walk	1200	3.5	355030815000030355030815000002	2020-08-02 09:37:13	sp	./volume_sp/images/modal/walk_v0_R9XMC05G2VY_3.5_355030815000030355030815000002_2020-08-02_09-37_1596371833.png
walk	walk	1200	3.5	355030815000030355030815000002	2020-08-02 11:22:58	sp	./volume_sp/images/modal/walk_v0_R9XMC05G2VY_3.5_355030815000030355030815000002_2020-08-02_11-22_1596378178.png
walk	walk	1300	3.5	355030815000030355030815000010	2020-08-02 12:13:21	sp	./volume_sp/images/modal/walk_v0_R9XMC05G2VY_3.5_355030815000030355030815000010_2020-08-02_12-13_1596381201.png
walk	walk	1300	3.5	355030815000030355030815000010	2020-08-02 13:09:22	sp	./volume_sp/images/modal/walk_v0_R9XMC05G2VY_3.5_355030815000030355030815000010_2020-08-02_13-09_1596384562.png
walk	walk	3700	4.0	355030871000079355030815000048	2020-08-02 04:22:45	sp	./volume_sp/images/modal/walk_v0_RX2MB00JQRK_4.0_355030871000079355030815000048_2020-08-02_04-22_1596352965.png
walk	walk	3700	4.0	355030871000079355030815000048	2020-08-02 05:22:44	sp	./volume_sp/images/modal/walk_v0_RX2MB00JQRK_4.0_355030871000079355030815000048_2020-08-02_05-22_1596356564.png
walk	walk	3700	4.0	355030871000079355030815000048	2020-08-02 06:22:45	sp	./volume_sp/images/modal/walk_v0_RX2MB00JQRK_4.0_355030871000079355030815000048_2020-08-02_06-22_1596360165.png
walk	walk	3700	4.0	355030871000079355030815000048	2020-08-02 07:22:45	sp	./volume_sp/images/modal/walk_v0_RX2MB00JQRK_4.0_355030871000079355030815000048_2020-08-02_07-22_1596363765.png
walk	walk	3700	4.0	355030871000079355030815000048	2020-08-02 08:22:45	sp	./volume_sp/images/modal/walk_v0_RX2MB00JQRK_4.0_355030871000079355030815000048_2020-08-02_08-22_1596367365.png
walk	walk	3900	5.0	355030838000198355030815000078	2020-08-02 09:43:44	sp	./volume_sp/images/modal/walk_v0_RX2MB00JQRK_5.0_355030838000198355030815000078_2020-08-02_09-43_1596372224.png
walk	walk	3900	5.0	355030838000198355030815000078	2020-08-02 11:29:29	sp	./volume_sp/images/modal/walk_v0_RX2MB00JQRK_5.0_355030838000198355030815000078_2020-08-02_11-29_1596378569.png
walk	walk	4200	5.0	355030838000198355030838000115	2020-08-02 14:13:00	sp	./volume_sp/images/modal/walk_v0_RX2MB00JQRK_5.0_355030838000198355030838000115_2020-08-02_14-13_1596388380.png
walk	walk	4200	5.0	355030838000198355030838000115	2020-08-02 15:29:29	sp	./volume_sp/images/modal/walk_v0_RX2MB00JQRK_5.0_355030838000198355030838000115_2020-08-02_15-29_1596392969.png
walk	walk	3900	5.5	355030871000079355030815000010	2020-08-02 07:09:22	sp	./volume_sp/images/modal/walk_v0_8369c0d9_5.5_355030871000079355030815000010_2020-08-02_07-09_1596362962.png
walk	walk	3900	5.5	355030871000079355030815000010	2020-08-02 08:09:23	sp	./volume_sp/images/modal/walk_v0_8369c0d9_5.5_355030871000079355030815000010_2020-08-02_08-09_1596366563.png
walk	walk	3900	5.5	355030871000079355030815000010	2020-08-02 09:09:22	sp	./volume_sp/images/modal/walk_v0_8369c0d9_5.5_355030871000079355030815000010_2020-08-02_09-09_1596370162.png
walk	walk	3800	6.0	355030815000030355030871000055	2020-08-02 09:30:25	sp	./volume_sp/images/modal/walk_v0_8369c0d9_6.0_355030815000030355030871000055_2020-08-02_09-30_1596371425.png
walk	walk	3800	6.0	355030815000030355030871000055	2020-08-02 11:16:10	sp	./volume_sp/images/modal/walk_v0_8369c0d9_6.0_355030815000030355030871000055_2020-08-02_11-16_1596377770.png
walk	walk	4700	6.0	355030838000198355030815000033	2020-08-02 16:16:03	sp	./volume_sp/images/modal/walk_v0_8369c0d9_6.0_355030838000198355030815000033_2020-08-02_16-16_1596395763.png
walk	walk	3900	6.5	355030815000030355030838000122	2020-08-02 09:37:13	sp	./volume_sp/images/modal/walk_v0_8369c0d9_6.5_355030815000030355030838000122_2020-08-02_09-37_1596371833.png
walk	walk	3900	6.5	355030815000030355030838000122	2020-08-02 11:22:58	sp	./volume_sp/images/modal/walk_v0_8369c0d9_6.5_355030815000030355030838000122_2020-08-02_11-22_1596378178.png
walk	walk	5100	6.5	355030871000079355030815000095	2020-08-02 02:11:44	sp	./volume_sp/images/modal/walk_v0_8369c0d9_6.5_355030871000079355030815000095_2020-08-02_02-11_1596345104.png
car	car	13000	11.5	355030838000198355030871000073	2020-08-02 03:22:26	sp	./volume_sp/images/modal/car_v0_236d8c96_11.5_355030838000198355030871000073_2020-08-02_03-22_1596349346.png
car	car	13000	11.5	355030838000198355030871000073	2020-08-02 04:22:25	sp	./volume_sp/images/modal/car_v0_236d8c96_11.5_355030838000198355030871000073_2020-08-02_04-22_1596352945.png
car	car	13000	11.5	355030838000198355030871000073	2020-08-02 05:22:26	sp	./volume_sp/images/modal/car_v0_236d8c96_11.5_355030838000198355030871000073_2020-08-02_05-22_1596356546.png
car	car	13000	11.5	355030838000198355030871000073	2020-08-02 06:22:25	sp	./volume_sp/images/modal/car_v0_236d8c96_11.5_355030838000198355030871000073_2020-08-02_06-22_1596360145.png
car	car	13000	11.5	355030838000198355030871000073	2020-08-02 07:22:26	sp	./volume_sp/images/modal/car_v0_236d8c96_11.5_355030838000198355030871000073_2020-08-02_07-22_1596363746.png
car	car	13000	11.5	355030838000198355030871000073	2020-08-02 08:22:26	sp	./volume_sp/images/modal/car_v0_236d8c96_11.5_355030838000198355030871000073_2020-08-02_08-22_1596367346.png
car	car	13000	11.5	355030838000198355030871000122	2020-08-02 14:05:56	sp	./volume_sp/images/modal/car_v0_236d8c96_11.5_355030838000198355030871000122_2020-08-02_14-05_1596387956.png
car	car	13000	11.5	355030838000198355030871000122	2020-08-02 15:22:25	sp	./volume_sp/images/modal/car_v0_236d8c96_11.5_355030838000198355030871000122_2020-08-02_15-22_1596392545.png
car	car	13000	13.0	355030838000198355030871000016	2020-08-02 09:36:40	sp	./volume_sp/images/modal/car_v0_236d8c96_13.0_355030838000198355030871000016_2020-08-02_09-36_1596371800.png
walk	walk	2900	4.5	355030815000030355030815000078	2020-08-02 04:22:59	sp	./volume_sp/images/modal/walk_v0_d1568d9c_4.5_355030815000030355030815000078_2020-08-02_04-22_1596352979.png
walk	walk	2900	4.5	355030815000030355030815000078	2020-08-02 05:22:59	sp	./volume_sp/images/modal/walk_v0_d1568d9c_4.5_355030815000030355030815000078_2020-08-02_05-22_1596356579.png
walk	walk	2900	4.5	355030815000030355030815000078	2020-08-02 06:22:58	sp	./volume_sp/images/modal/walk_v0_d1568d9c_4.5_355030815000030355030815000078_2020-08-02_06-22_1596360178.png
walk	walk	2900	4.5	355030815000030355030815000078	2020-08-02 07:22:59	sp	./volume_sp/images/modal/walk_v0_d1568d9c_4.5_355030815000030355030815000078_2020-08-02_07-22_1596363779.png
walk	walk	2900	4.5	355030815000030355030815000078	2020-08-02 08:22:58	sp	./volume_sp/images/modal/walk_v0_d1568d9c_4.5_355030815000030355030815000078_2020-08-02_08-22_1596367378.png
walk	walk	3500	4.5	355030838000198355030815000080	2020-08-02 09:23:37	sp	./volume_sp/images/modal/walk_v0_d1568d9c_4.5_355030838000198355030815000080_2020-08-02_09-23_1596371017.png
walk	walk	3500	4.5	355030838000198355030815000080	2020-08-02 11:09:22	sp	./volume_sp/images/modal/walk_v0_d1568d9c_4.5_355030838000198355030815000080_2020-08-02_11-09_1596377362.png
walk	walk	3500	4.5	355030838000198355030815000080	2020-08-02 16:16:03	sp	./volume_sp/images/modal/walk_v0_d1568d9c_4.5_355030838000198355030815000080_2020-08-02_16-16_1596395763.png
walk	walk	3600	4.5	355030838000198355030838000040	2020-08-02 14:06:29	sp	./volume_sp/images/modal/walk_v0_d1568d9c_4.5_355030838000198355030838000040_2020-08-02_14-06_1596387989.png
walk	walk	3600	4.5	355030838000198355030838000040	2020-08-02 15:22:58	sp	./volume_sp/images/modal/walk_v0_d1568d9c_4.5_355030838000198355030838000040_2020-08-02_15-22_1596392578.png
bicycle	bicycle	1200	1.0	355030838000198355030838000195	2020-08-02 04:09:34	sp	./volume_sp/images/modal/bicycle_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_04-09_1596352174.png
bicycle	bicycle	1200	1.0	355030838000198355030838000195	2020-08-02 05:09:33	sp	./volume_sp/images/modal/bicycle_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_05-09_1596355773.png
bicycle	bicycle	1200	1.0	355030838000198355030838000195	2020-08-02 06:09:33	sp	./volume_sp/images/modal/bicycle_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_06-09_1596359373.png
bicycle	bicycle	1200	1.0	355030838000198355030838000195	2020-08-02 07:09:34	sp	./volume_sp/images/modal/bicycle_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_07-09_1596362974.png
bicycle	bicycle	1200	1.0	355030838000198355030838000195	2020-08-02 08:09:33	sp	./volume_sp/images/modal/bicycle_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_08-09_1596366573.png
bicycle	bicycle	1200	1.0	355030838000198355030838000195	2020-08-02 09:09:34	sp	./volume_sp/images/modal/bicycle_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_09-09_1596370174.png
bicycle	bicycle	8900	10.0	355030838000198355030871000079	2020-08-02 16:36:39	sp	./volume_sp/images/modal/bicycle_v0_d1568d9c_10.0_355030838000198355030871000079_2020-08-02_16-36_1596396999.png
bicycle	bicycle	10000	10.0	355030871000079355030838000207	2020-08-02 02:45:56	sp	./volume_sp/images/modal/bicycle_v0_d1568d9c_10.0_355030871000079355030838000207_2020-08-02_02-45_1596347156.png
car	car	10000	9.0	355030815000030355030871000035	2020-08-02 09:57:04	sp	./volume_sp/images/modal/car_v0_R9XMC05G2VY_9.0_355030815000030355030871000035_2020-08-02_09-57_1596373024.png
car	car	8800	9.0	355030815000030355030871000035	2020-08-02 11:42:49	sp	./volume_sp/images/modal/car_v0_R9XMC05G2VY_9.0_355030815000030355030871000035_2020-08-02_11-42_1596379369.png
car	car	9500	9.0	355030838000198355030815000002	2020-08-02 14:19:32	sp	./volume_sp/images/modal/car_v0_R9XMC05G2VY_9.0_355030838000198355030815000002_2020-08-02_14-19_1596388772.png
car	car	9500	9.0	355030838000198355030815000002	2020-08-02 15:36:01	sp	./volume_sp/images/modal/car_v0_R9XMC05G2VY_9.0_355030838000198355030815000002_2020-08-02_15-36_1596393361.png
car	car	9800	9.5	355030871000079355030838000306	2020-08-02 14:26:20	sp	./volume_sp/images/modal/car_v0_R9XMC05G2VY_9.5_355030871000079355030838000306_2020-08-02_14-26_1596389180.png
car	car	9500	9.5	355030871000079355030838000306	2020-08-02 15:42:49	sp	./volume_sp/images/modal/car_v0_R9XMC05G2VY_9.5_355030871000079355030838000306_2020-08-02_15-42_1596393769.png
car	car	650	0.5	355030838000198355030838000149	2020-08-02 01:37:42	sp	./volume_sp/images/modal/car_v0_RX2MB00HYRF_0.5_355030838000198355030838000149_2020-08-02_01-37_1596343062.png
car	car	650	0.5	355030838000198355030838000149	2020-08-02 01:57:30	sp	./volume_sp/images/modal/car_v0_RX2MB00HYRF_0.5_355030838000198355030838000149_2020-08-02_01-57_1596344250.png
car	car	650	0.5	355030838000198355030838000149	2020-08-02 03:01:56	sp	./volume_sp/images/modal/car_v0_RX2MB00HYRF_0.5_355030838000198355030838000149_2020-08-02_03-01_1596348116.png
car	car	650	0.5	355030838000198355030838000149	2020-08-02 05:01:57	sp	./volume_sp/images/modal/car_v0_RX2MB00HYRF_0.5_355030838000198355030838000149_2020-08-02_05-01_1596355317.png
motocycle	motocycle	4600	4.5	355030815000030355030815000078	2020-08-02 05:29:08	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_05-29_1596356948.png
motocycle	motocycle	4600	4.5	355030815000030355030815000078	2020-08-02 07:29:08	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_07-29_1596364148.png
motocycle	motocycle	4300	4.5	355030838000198355030815000080	2020-08-02 09:43:22	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00HYRF_4.5_355030838000198355030815000080_2020-08-02_09-43_1596372202.png
motocycle	motocycle	4300	4.5	355030838000198355030815000080	2020-08-02 11:29:07	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00HYRF_4.5_355030838000198355030815000080_2020-08-02_11-29_1596378547.png
motocycle	motocycle	4300	4.5	355030838000198355030815000080	2020-08-02 16:29:00	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00HYRF_4.5_355030838000198355030815000080_2020-08-02_16-29_1596396540.png
motocycle	motocycle	4200	4.5	355030838000198355030838000040	2020-08-02 12:33:05	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00HYRF_4.5_355030838000198355030838000040_2020-08-02_12-33_1596382385.png
motocycle	motocycle	4200	4.5	355030838000198355030838000040	2020-08-02 14:12:38	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00HYRF_4.5_355030838000198355030838000040_2020-08-02_14-12_1596388358.png
motocycle	motocycle	4200	4.5	355030838000198355030838000040	2020-08-02 15:29:07	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00HYRF_4.5_355030838000198355030838000040_2020-08-02_15-29_1596392947.png
motocycle	motocycle	7300	5.5	355030815000030355030838000148	2020-08-02 09:50:07	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00HYRF_5.5_355030815000030355030838000148_2020-08-02_09-50_1596372607.png
motocycle	motocycle	7300	5.5	355030815000030355030838000148	2020-08-02 11:35:52	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00HYRF_5.5_355030815000030355030838000148_2020-08-02_11-35_1596378952.png
car	car	2500	3.0	355030838000198355030838000049	2020-08-02 16:01:53	sp	./volume_sp/images/modal/car_v0_8369c0d9_3.0_355030838000198355030838000049_2020-08-02_16-01_1596394913.png
car	car	3200	3.5	355030815000030355030815000010	2020-08-02 12:19:36	sp	./volume_sp/images/modal/car_v0_8369c0d9_3.5_355030815000030355030815000010_2020-08-02_12-19_1596381576.png
car	car	3200	3.5	355030815000030355030815000010	2020-08-02 13:15:37	sp	./volume_sp/images/modal/car_v0_8369c0d9_3.5_355030815000030355030815000010_2020-08-02_13-15_1596384937.png
car	car	6600	4.0	355030815000030355030815000085	2020-08-02 12:26:24	sp	./volume_sp/images/modal/car_v0_8369c0d9_4.0_355030815000030355030815000085_2020-08-02_12-26_1596381984.png
car	car	4000	4.0	355030838000198355030838000038	2020-08-02 16:08:42	sp	./volume_sp/images/modal/car_v0_8369c0d9_4.0_355030838000198355030838000038_2020-08-02_16-08_1596395322.png
car	car	3900	4.0	355030838000198355030838000131	2020-08-02 16:57:12	sp	./volume_sp/images/modal/car_v0_8369c0d9_4.0_355030838000198355030838000131_2020-08-02_16-57_1596398232.png
car	car	7300	5.5	355030815000030355030838000148	2020-08-02 09:23:04	sp	./volume_sp/images/modal/car_v0_8369c0d9_5.5_355030815000030355030838000148_2020-08-02_09-23_1596370984.png
mocycle	mocycle	2800	3.0	355030838000198355030838000005	2020-08-02 04:22:37	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_3.0_355030838000198355030838000005_2020-08-02_04-22_1596352957.png
mocycle	mocycle	3000	3.0	355030838000198355030838000005	2020-08-02 07:22:36	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_3.0_355030838000198355030838000005_2020-08-02_07-22_1596363756.png
mocycle	mocycle	3000	3.0	355030838000198355030838000005	2020-08-02 08:22:36	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_3.0_355030838000198355030838000005_2020-08-02_08-22_1596367356.png
mocycle	mocycle	3200	3.5	355030815000030355030815000002	2020-08-02 09:36:51	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_3.5_355030815000030355030815000002_2020-08-02_09-36_1596371811.png
mocycle	mocycle	3200	3.5	355030815000030355030815000002	2020-08-02 11:22:36	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_3.5_355030815000030355030815000002_2020-08-02_11-22_1596378156.png
mocycle	mocycle	3300	3.5	355030815000030355030815000010	2020-08-02 12:12:58	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_3.5_355030815000030355030815000010_2020-08-02_12-12_1596381178.png
mocycle	mocycle	3300	3.5	355030815000030355030815000010	2020-08-02 13:09:00	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_3.5_355030815000030355030815000010_2020-08-02_13-09_1596384540.png
mocycle	mocycle	3500	4.0	355030815000030355030815000095	2020-08-02 01:44:46	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_4.0_355030815000030355030815000095_2020-08-02_01-44_1596343486.png
mocycle	mocycle	3300	4.0	355030838000198355030838000232	2020-08-02 09:43:39	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_4.0_355030838000198355030838000232_2020-08-02_09-43_1596372219.png
mocycle	mocycle	3300	4.0	355030838000198355030838000232	2020-08-02 11:29:24	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_4.0_355030838000198355030838000232_2020-08-02_11-29_1596378564.png
mocycle	mocycle	4200	4.5	355030838000198355030838000040	2020-08-02 12:19:47	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_4.5_355030838000198355030838000040_2020-08-02_12-19_1596381587.png
mocycle	mocycle	4200	4.5	355030838000198355030838000040	2020-08-02 13:15:48	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_4.5_355030838000198355030838000040_2020-08-02_13-15_1596384948.png
bicycle	bicycle	7300	7.5	355030815000030355030838000198	2020-08-02 05:49:56	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_7.5_355030815000030355030838000198_2020-08-02_05-49_1596358196.png
bicycle	bicycle	7300	7.5	355030815000030355030838000198	2020-08-02 07:49:56	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_7.5_355030815000030355030838000198_2020-08-02_07-49_1596365396.png
bicycle	bicycle	7400	7.5	355030871000079355030838000091	2020-08-02 12:53:54	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_7.5_355030871000079355030838000091_2020-08-02_12-53_1596383634.png
bicycle	bicycle	8500	7.5	355030871000079355030838000092	2020-08-02 16:49:48	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_7.5_355030871000079355030838000092_2020-08-02_16-49_1596397788.png
bicycle	bicycle	10000	7.5	355030871000079355030838000245	2020-08-02 14:33:26	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_7.5_355030871000079355030838000245_2020-08-02_14-33_1596389606.png
bicycle	bicycle	10000	7.5	355030871000079355030838000245	2020-08-02 15:49:56	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_7.5_355030871000079355030838000245_2020-08-02_15-49_1596394196.png
bicycle	bicycle	7400	8.5	355030815000030355030871000015	2020-08-02 14:40:11	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_8.5_355030815000030355030871000015_2020-08-02_14-40_1596390011.png
bicycle	bicycle	7400	8.5	355030815000030355030871000015	2020-08-02 15:56:41	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_8.5_355030815000030355030871000015_2020-08-02_15-56_1596394601.png
bicycle	bicycle	7600	8.5	355030815000030355030871000041	2020-08-02 10:10:55	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_8.5_355030815000030355030871000041_2020-08-02_10-10_1596373855.png
bicycle	bicycle	7600	8.5	355030815000030355030871000041	2020-08-02 11:56:40	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_8.5_355030815000030355030871000041_2020-08-02_11-56_1596380200.png
bicycle	bicycle	8700	8.5	355030838000198355030815000095	2020-08-02 13:00:39	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_8.5_355030838000198355030815000095_2020-08-02_13-00_1596384039.png
bicycle	bicycle	9500	8.5	355030871000079355030838000152	2020-08-02 02:52:15	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_8.5_355030871000079355030838000152_2020-08-02_02-52_1596347535.png
walk	walk	12000	14.0	355030838000198355030871000089	2020-08-02 06:36:34	sp	./volume_sp/images/modal/walk_v0_836cc001_14.0_355030838000198355030871000089_2020-08-02_06-36_1596360994.png
walk	walk	12000	14.0	355030838000198355030871000089	2020-08-02 07:36:35	sp	./volume_sp/images/modal/walk_v0_836cc001_14.0_355030838000198355030871000089_2020-08-02_07-36_1596364595.png
walk	walk	12000	14.0	355030838000198355030871000089	2020-08-02 08:36:35	sp	./volume_sp/images/modal/walk_v0_836cc001_14.0_355030838000198355030871000089_2020-08-02_08-36_1596368195.png
walk	walk	12000	14.0	355030838000198355030871000089	2020-08-02 09:50:49	sp	./volume_sp/images/modal/walk_v0_836cc001_14.0_355030838000198355030871000089_2020-08-02_09-50_1596372649.png
walk	walk	12000	14.0	355030838000198355030871000089	2020-08-02 11:36:35	sp	./volume_sp/images/modal/walk_v0_836cc001_14.0_355030838000198355030871000089_2020-08-02_11-36_1596378995.png
walk	walk	12000	14.0	355030838000198355030871000089	2020-08-02 12:40:33	sp	./volume_sp/images/modal/walk_v0_836cc001_14.0_355030838000198355030871000089_2020-08-02_12-40_1596382833.png
walk	walk	12000	14.0	355030838000198355030871000089	2020-08-02 14:20:05	sp	./volume_sp/images/modal/walk_v0_836cc001_14.0_355030838000198355030871000089_2020-08-02_14-20_1596388805.png
walk	walk	12000	14.0	355030838000198355030871000089	2020-08-02 15:36:34	sp	./volume_sp/images/modal/walk_v0_836cc001_14.0_355030838000198355030871000089_2020-08-02_15-36_1596393394.png
walk	walk	7700	15.0	355030871000079355030838000202	2020-08-02 09:57:37	sp	./volume_sp/images/modal/walk_v0_836cc001_15.0_355030871000079355030838000202_2020-08-02_09-57_1596373057.png
walk	walk	9200	11.0	355030838000198355030871000060	2020-08-02 11:22:58	sp	./volume_sp/images/modal/walk_v0_836cc001_11.0_355030838000198355030871000060_2020-08-02_11-22_1596378178.png
walk	walk	10000	12.0	355030838000198355030871000081	2020-08-02 07:22:59	sp	./volume_sp/images/modal/walk_v0_836cc001_12.0_355030838000198355030871000081_2020-08-02_07-22_1596363779.png
walk	walk	11000	13.0	355030838000198355030871000069	2020-08-02 06:29:46	sp	./volume_sp/images/modal/walk_v0_836cc001_13.0_355030838000198355030871000069_2020-08-02_06-29_1596360586.png
walk	walk	12000	14.0	355030838000198355030871000089	2020-08-02 05:36:35	sp	./volume_sp/images/modal/walk_v0_836cc001_14.0_355030838000198355030871000089_2020-08-02_05-36_1596357395.png
walk	walk	7700	15.0	355030871000079355030838000202	2020-08-02 11:43:23	sp	./volume_sp/images/modal/walk_v0_836cc001_15.0_355030871000079355030838000202_2020-08-02_11-43_1596379403.png
walk	walk	7600	9.0	355030815000030355030871000035	2020-08-02 09:23:37	sp	./volume_sp/images/modal/walk_v0_836cc001_9.0_355030815000030355030871000035_2020-08-02_09-23_1596371017.png
walk	walk	7300	9.0	355030838000198355030815000094	2020-08-02 03:02:35	sp	./volume_sp/images/modal/walk_v0_836cc001_9.0_355030838000198355030815000094_2020-08-02_03-02_1596348155.png
walk	walk	650	0.5	355030838000198355030838000149	2020-08-02 03:02:34	sp	./volume_sp/images/modal/walk_v0_d1568d9c_0.5_355030838000198355030838000149_2020-08-02_03-02_1596348154.png
walk	walk	1100	1.0	355030838000198355030838000195	2020-08-02 02:04:56	sp	./volume_sp/images/modal/walk_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_02-04_1596344696.png
walk	walk	7000	10.0	355030871000079355030838000207	2020-08-02 02:45:45	sp	./volume_sp/images/modal/walk_v0_d1568d9c_10.0_355030871000079355030838000207_2020-08-02_02-45_1596347145.png
walk	walk	12000	14.5	355030838000198355030871000090	2020-08-02 11:43:23	sp	./volume_sp/images/modal/walk_v0_d1568d9c_14.5_355030838000198355030871000090_2020-08-02_11-43_1596379403.png
walk	walk	2300	2.5	355030871000079355030871000022	2020-08-02 11:02:34	sp	./volume_sp/images/modal/walk_v0_d1568d9c_2.5_355030871000079355030871000022_2020-08-02_11-02_1596376954.png
walk	walk	3700	4.0	355030871000079355030815000048	2020-08-02 02:11:44	sp	./volume_sp/images/modal/walk_v0_d1568d9c_4.0_355030871000079355030815000048_2020-08-02_02-11_1596345104.png
mocycle	mocycle	9800	9.5	355030871000079355030838000306	2020-08-02 12:12:58	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_9.5_355030871000079355030838000306_2020-08-02_12-12_1596381178.png
mocycle	mocycle	9800	9.5	355030871000079355030838000306	2020-08-02 13:09:01	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_9.5_355030871000079355030838000306_2020-08-02_13-09_1596384541.png
mocycle	mocycle	9800	9.5	355030871000079355030838000306	2020-08-02 13:52:31	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_9.5_355030871000079355030838000306_2020-08-02_13-52_1596387151.png
mocycle	mocycle	9800	9.5	355030871000079355030838000306	2020-08-02 15:09:00	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_9.5_355030871000079355030838000306_2020-08-02_15-09_1596391740.png
mocycle	mocycle	9800	9.5	355030871000079355030838000306	2020-08-02 16:08:53	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_9.5_355030871000079355030838000306_2020-08-02_16-08_1596395333.png
mocycle	mocycle	650	0.5	355030838000198355030838000149	2020-08-02 01:57:46	sp	./volume_sp/images/modal/mocycle_v0_8369c0d9_0.5_355030838000198355030838000149_2020-08-02_01-57_1596344266.png
mocycle	mocycle	650	0.5	355030838000198355030838000149	2020-08-02 03:02:12	sp	./volume_sp/images/modal/mocycle_v0_8369c0d9_0.5_355030838000198355030838000149_2020-08-02_03-02_1596348132.png
mocycle	mocycle	650	0.5	355030838000198355030838000149	2020-08-02 04:02:12	sp	./volume_sp/images/modal/mocycle_v0_8369c0d9_0.5_355030838000198355030838000149_2020-08-02_04-02_1596351732.png
mocycle	mocycle	16000	14.5	355030838000198355030871000090	2020-08-02 05:36:13	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_05-36_1596357373.png
mocycle	mocycle	5000	5.5	355030871000079355030815000010	2020-08-02 01:57:46	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_5.5_355030871000079355030815000010_2020-08-02_01-57_1596344266.png
mocycle	mocycle	650	0.5	355030838000198355030838000149	2020-08-02 05:02:12	sp	./volume_sp/images/modal/mocycle_v0_8369c0d9_0.5_355030838000198355030838000149_2020-08-02_05-02_1596355332.png
mocycle	mocycle	11000	11.0	355030815000030355030871000083	2020-08-02 05:43:00	sp	./volume_sp/images/modal/mocycle_v0_8369c0d9_11.0_355030815000030355030871000083_2020-08-02_05-43_1596357780.png
mocycle	mocycle	19000	14.0	355030838000198355030871000089	2020-08-02 02:45:23	sp	./volume_sp/images/modal/mocycle_v0_8369c0d9_14.0_355030838000198355030871000089_2020-08-02_02-45_1596347123.png
