	modal	service	distance	km_category	route_id	capture_time	city	image_id
397	bicycle	bicycle	13000	14.5	355030838000198355030871000090	2020-08-02 03:36:46	sp	./volume_sp/images/modal/bicycle_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_03-36_1596350206.png
398	motocycle	motocycle	5600	4.0	355030871000079355030815000048	2020-08-02 06:22:22	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00JQRK_4.0_355030871000079355030815000048_2020-08-02_06-22_1596360142.png
399	motocycle	motocycle	5600	4.0	355030871000079355030815000048	2020-08-02 07:22:23	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00JQRK_4.0_355030871000079355030815000048_2020-08-02_07-22_1596363743.png
400	motocycle	motocycle	5600	4.0	355030871000079355030815000048	2020-08-02 08:22:22	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00JQRK_4.0_355030871000079355030815000048_2020-08-02_08-22_1596367342.png
401	motocycle	motocycle	4400	5.0	355030838000198355030815000078	2020-08-02 09:43:22	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00JQRK_5.0_355030838000198355030815000078_2020-08-02_09-43_1596372202.png
402	motocycle	motocycle	4400	5.0	355030838000198355030815000078	2020-08-02 11:29:07	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00JQRK_5.0_355030838000198355030815000078_2020-08-02_11-29_1596378547.png
403	motocycle	motocycle	4700	5.0	355030838000198355030838000115	2020-08-02 14:12:38	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00JQRK_5.0_355030838000198355030838000115_2020-08-02_14-12_1596388358.png
404	motocycle	motocycle	2900	5.0	355030838000198355030838000207	2020-08-02 02:24:41	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00JQRK_5.0_355030838000198355030838000207_2020-08-02_02-24_1596345881.png
405	motocycle	motocycle	2900	5.0	355030838000198355030838000207	2020-08-02 03:29:08	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00JQRK_5.0_355030838000198355030838000207_2020-08-02_03-29_1596349748.png
406	bus	bus	0	10.5	355030815000030355030871000063	2020-08-02 05:16:00	sp	./volume_sp/images/modal/bus_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_05-16_1596356160.png
407	bus	bus	0	10.5	355030815000030355030871000063	2020-08-02 06:15:59	sp	./volume_sp/images/modal/bus_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_06-15_1596359759.png
408	bus	bus	0	10.5	355030815000030355030871000063	2020-08-02 08:16:00	sp	./volume_sp/images/modal/bus_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_08-16_1596366960.png
409	bus	bus	0	10.5	355030815000030355030871000081	2020-08-02 12:19:58	sp	./volume_sp/images/modal/bus_v0_236d8c96_10.5_355030815000030355030871000081_2020-08-02_12-19_1596381598.png
