	modal	service	price	km_category	route_id	capture_time	city	image_id
0	ridesharing	99Pop	2540	10.5	355030815000030355030871000063	2020-08-02 01:53:13	sp	./volume_sp/images/app/app_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_01-53_1596343993.png
1	ridesharing	99Comfort	4330	10.5	355030815000030355030871000063	2020-08-02 01:53:13	sp	./volume_sp/images/app/app_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_01-53_1596343993.png
2	ridesharing	99Pop	3600	10.5	355030815000030355030871000063	2020-08-02 02:13:02	sp	./volume_sp/images/app/app_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_02-13_1596345182.png
3	ridesharing	99Comfort	4330	10.5	355030815000030355030871000063	2020-08-02 02:13:02	sp	./volume_sp/images/app/app_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_02-13_1596345182.png
4	ridesharing	99Pop	3279	10.5	355030815000030355030871000063	2020-08-02 03:17:28	sp	./volume_sp/images/app/app_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_03-17_1596349048.png
5	ridesharing	99Comfort	4600	10.5	355030815000030355030871000063	2020-08-02 03:17:28	sp	./volume_sp/images/app/app_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_03-17_1596349048.png
6	ridesharing	99Pop	2900	10.5	355030815000030355030871000063	2020-08-02 04:17:28	sp	./volume_sp/images/app/app_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_04-17_1596352648.png
7	ridesharing	99Comfort	4330	10.5	355030815000030355030871000063	2020-08-02 04:17:28	sp	./volume_sp/images/app/app_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_04-17_1596352648.png
8	ridesharing	99Pop	1290	1.5	355030838000198355030838000194	2020-08-02 13:54:59	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_1.5_355030838000198355030838000194_2020-08-02_13-54_1596387299.png
9	ridesharing	99Pop	810	1.5	355030871000079355030871000123	2020-08-02 09:25:43	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_1.5_355030871000079355030871000123_2020-08-02_09-25_1596371143.png
10	ridesharing	99Pop	810	1.5	355030871000079355030871000123	2020-08-02 12:15:26	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_1.5_355030871000079355030871000123_2020-08-02_12-15_1596381326.png
11	ridesharing	UberX	675	2.5	355030815000030355030815000059	2020-08-02 01:53:02	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_01-53_1596343982.png
12	ridesharing	UberComfort	1045	2.5	355030815000030355030815000059	2020-08-02 01:53:02	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_01-53_1596343982.png
13	ridesharing	UberBlack	1233	2.5	355030815000030355030815000059	2020-08-02 01:53:02	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_01-53_1596343982.png
14	ridesharing	UberBag	1210	2.5	355030815000030355030815000059	2020-08-02 01:53:02	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_01-53_1596343982.png
15	ridesharing	UberBlack	1511	2.5	355030815000030355030815000059	2020-08-02 01:53:02	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_01-53_1596343982.png
16	ridesharing	99Pop	1340	2.5	355030815000030355030815000059	2020-08-02 01:53:58	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_01-53_1596344038.png
17	ridesharing	UberX	675	2.5	355030815000030355030815000059	2020-08-02 02:12:51	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_02-12_1596345171.png
18	ridesharing	UberComfort	1045	2.5	355030815000030355030815000059	2020-08-02 02:12:51	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_02-12_1596345171.png
19	ridesharing	UberBlack	1233	2.5	355030815000030355030815000059	2020-08-02 02:12:51	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_02-12_1596345171.png
20	ridesharing	UberBag	1210	2.5	355030815000030355030815000059	2020-08-02 02:12:51	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_02-12_1596345171.png
21	ridesharing	UberBlack	1511	2.5	355030815000030355030815000059	2020-08-02 02:12:51	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_02-12_1596345171.png
22	ridesharing	99Pop	1019	2.5	355030815000030355030815000059	2020-08-02 02:13:47	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_02-13_1596345227.png
23	ridesharing	99Comfort	1340	2.5	355030815000030355030815000059	2020-08-02 02:13:47	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_02-13_1596345227.png
24	ridesharing	UberX	673	2.5	355030815000030355030815000059	2020-08-02 03:17:16	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_03-17_1596349036.png
25	ridesharing	UberComfort	1045	2.5	355030815000030355030815000059	2020-08-02 03:17:16	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_03-17_1596349036.png
26	ridesharing	UberBlack	1227	2.5	355030815000030355030815000059	2020-08-02 03:17:16	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_03-17_1596349036.png
27	ridesharing	UberBag	1210	2.5	355030815000030355030815000059	2020-08-02 03:17:16	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_03-17_1596349036.png
28	ridesharing	UberBlack	1504	2.5	355030815000030355030815000059	2020-08-02 03:17:16	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_03-17_1596349036.png
29	ridesharing	99Pop	1420	2.5	355030815000030355030815000059	2020-08-02 03:18:13	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_03-18_1596349093.png
30	ridesharing	UberX	673	2.5	355030815000030355030815000059	2020-08-02 05:17:17	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_05-17_1596356237.png
31	ridesharing	UberComfort	1045	2.5	355030815000030355030815000059	2020-08-02 05:17:17	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_05-17_1596356237.png
32	ridesharing	UberBlack	1229	2.5	355030815000030355030815000059	2020-08-02 05:17:17	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_05-17_1596356237.png
33	ridesharing	UberBag	1210	2.5	355030815000030355030815000059	2020-08-02 05:17:17	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_05-17_1596356237.png
34	ridesharing	UberBlack	1507	2.5	355030815000030355030815000059	2020-08-02 05:17:17	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_05-17_1596356237.png
35	ridesharing	99Pop	1720	9.0	355030815000030355030871000035	2020-08-02 09:24:54	sp	./volume_sp/images/app/app_v0_836cc001_9.0_355030815000030355030871000035_2020-08-02_09-24_1596371094.png
36	ridesharing	99Pop	1720	9.0	355030815000030355030871000035	2020-08-02 11:10:40	sp	./volume_sp/images/app/app_v0_836cc001_9.0_355030815000030355030871000035_2020-08-02_11-10_1596377440.png
37	ridesharing	99Pop	3300	9.0	355030838000198355030815000002	2020-08-02 13:54:11	sp	./volume_sp/images/app/app_v0_836cc001_9.0_355030838000198355030815000002_2020-08-02_13-54_1596387251.png
38	ridesharing	99Pop	2570	9.0	355030838000198355030815000085	2020-08-02 12:07:50	sp	./volume_sp/images/app/app_v0_836cc001_9.0_355030838000198355030815000085_2020-08-02_12-07_1596380870.png
39	ridesharing	99Pop	3360	9.0	355030838000198355030815000085	2020-08-02 13:03:51	sp	./volume_sp/images/app/app_v0_836cc001_9.0_355030838000198355030815000085_2020-08-02_13-03_1596384231.png
