SECTOR_POLYGON	SECTOR_ID	CITY
[[-46.672624, -23.640372], [-46.672604, -23.640386], [-46.672508, -23.640446], [-46.672275, -23.640647], [-46.671938, -23.640923], [-46.671774, -23.641047], [-46.671477, -23.640735], [-46.671023, -23.640264], [-46.670761, -23.639987], [-46.671281, -23.639577], [-46.671624, -23.639297], [-46.671894, -23.639586], [-46.672275, -23.639989], [-46.672526, -23.64027]]	355030815000042	CAMPO-BELO
[[-46.683905, -23.623835], [-46.683314, -23.624307], [-46.683208, -23.624192], [-46.682691, -23.623649], [-46.682493, -23.62344], [-46.682342, -23.623277], [-46.682309, -23.623245], [-46.682691, -23.62294], [-46.682699, -23.622933], [-46.683004, -23.622693], [-46.683165, -23.622561], [-46.683238, -23.622642], [-46.683506, -23.622915], [-46.684171, -23.623626]]	355030815000126	CAMPO-BELO
[[-46.68492, -23.622982], [-46.684869, -23.623015], [-46.684788, -23.623137], [-46.684252, -23.623556], [-46.684171, -23.623626], [-46.683506, -23.622915], [-46.683238, -23.622642], [-46.683165, -23.622561], [-46.683968, -23.621916], [-46.684089, -23.621879], [-46.68415, -23.621845], [-46.684315, -23.622099], [-46.684428, -23.62227], [-46.684539, -23.622436]]	355030815000071	CAMPO-BELO
[[-46.684315, -23.623774], [-46.684435, -23.623907], [-46.684496, -23.623973], [-46.684555, -23.624035], [-46.684679, -23.62416], [-46.68476, -23.624262], [-46.684799, -23.624318], [-46.684806, -23.624327], [-46.684857, -23.624399], [-46.684972, -23.624539], [-46.685001, -23.62459], [-46.685009, -23.624642], [-46.68501, -23.624692], [-46.685, -23.62475], [-46.684995, -23.624766], [-46.684988, -23.624787], [-46.684959, -23.62484], [-46.684915, -23.624887], [-46.684622, -23.625122], [-46.68432, -23.625364], [-46.684036, -23.624533], [-46.683314, -23.624307], [-46.683905, -23.623835], [-46.684171, -23.623626]]	355030815000127	CAMPO-BELO
[[-46.676871, -23.619428], [-46.676144, -23.619996], [-46.676084, -23.620048], [-46.675895, -23.619848], [-46.675572, -23.619514], [-46.67533, -23.619258], [-46.675423, -23.61919], [-46.675763, -23.618923], [-46.676191, -23.61858], [-46.676201, -23.618572], [-46.676243, -23.618535], [-46.676296, -23.618587], [-46.676562, -23.618854], [-46.676647, -23.618948], [-46.676694, -23.619], [-46.676768, -23.619078], [-46.676991, -23.619315]]	355030815000132	CAMPO-BELO
[[-46.680915, -23.617139], [-46.680999, -23.61726], [-46.681112, -23.617422], [-46.681048, -23.617472], [-46.680994, -23.617518], [-46.680489, -23.617905], [-46.680204, -23.618131], [-46.679927, -23.617755], [-46.679763, -23.617507], [-46.679613, -23.617286], [-46.679581, -23.617245], [-46.679974, -23.616939], [-46.680223, -23.616734], [-46.680408, -23.616591], [-46.680485, -23.616536]]	355030815000139	CAMPO-BELO
[[-46.674685, -23.616997], [-46.674486, -23.617169], [-46.673848, -23.617676], [-46.673758, -23.617583], [-46.673104, -23.61688], [-46.673454, -23.616607], [-46.673912, -23.616236], [-46.673946, -23.616209], [-46.673998, -23.616168], [-46.674031, -23.616203], [-46.674604, -23.616812], [-46.674739, -23.616954]]	355030815000134	CAMPO-BELO
[[-46.674366, -23.621431], [-46.674208, -23.621274], [-46.673754, -23.620776], [-46.673619, -23.620634], [-46.673734, -23.620537], [-46.674475, -23.619943], [-46.674598, -23.620071], [-46.674937, -23.620435], [-46.675227, -23.620739]]	355030815000076	CAMPO-BELO
[[-46.67207, -23.621872], [-46.672758, -23.621318], [-46.67351, -23.622115], [-46.67332, -23.622269], [-46.672651, -23.622801], [-46.672399, -23.622535], [-46.671908, -23.622009]]	355030815000051	CAMPO-BELO
[[-46.673754, -23.620776], [-46.674208, -23.621274], [-46.674366, -23.621431], [-46.674043, -23.621685], [-46.67351, -23.622115], [-46.672758, -23.621318], [-46.672842, -23.621249], [-46.673192, -23.620975], [-46.673619, -23.620634]]	355030815000077	CAMPO-BELO
[[-46.647602, -23.63024], [-46.647611, -23.630218], [-46.64763, -23.63021], [-46.64766, -23.630199], [-46.647743, -23.630191], [-46.647926, -23.630194], [-46.648039, -23.630193], [-46.6481, -23.630189], [-46.648181, -23.63017], [-46.648566, -23.630062], [-46.649377, -23.629833], [-46.649234, -23.63004], [-46.648851, -23.630547], [-46.648676, -23.630784], [-46.649483, -23.631217], [-46.649362, -23.631499], [-46.64868, -23.631097], [-46.647561, -23.630436]]	355030815000031	CAMPO-BELO
[[-46.674906, -23.622389], [-46.674518, -23.622692], [-46.674358, -23.622826], [-46.674251, -23.622901], [-46.67351, -23.622115], [-46.674043, -23.621685], [-46.674366, -23.621431], [-46.674435, -23.621501], [-46.675118, -23.622228]]	355030815000050	CAMPO-BELO
[[-46.669951, -23.624715], [-46.669334, -23.624064], [-46.669515, -23.623924], [-46.669771, -23.623719], [-46.670194, -23.62338], [-46.67094, -23.624172], [-46.670516, -23.624514], [-46.670155, -23.624795], [-46.670081, -23.624856]]	355030815000107	CAMPO-BELO
[[-46.674064, -23.62306], [-46.673401, -23.62359], [-46.672651, -23.622801], [-46.67332, -23.622269], [-46.67351, -23.622115], [-46.674251, -23.622901]]	355030815000118	CAMPO-BELO
[[-46.668699, -23.624979], [-46.668466, -23.624736], [-46.668537, -23.624696], [-46.668896, -23.624416], [-46.669233, -23.624141], [-46.669334, -23.624064], [-46.669951, -23.624715], [-46.670081, -23.624856], [-46.669786, -23.625087], [-46.669455, -23.625351], [-46.669267, -23.625492], [-46.66921, -23.625528]]	355030815000009	CAMPO-BELO
[[-46.673734, -23.620537], [-46.673619, -23.620634], [-46.673272, -23.620267], [-46.673018, -23.619997], [-46.67288, -23.61984], [-46.673309, -23.619496], [-46.673731, -23.619155], [-46.674475, -23.619943]]	355030815000136	CAMPO-BELO
[[-46.672825, -23.619777], [-46.672373, -23.619313], [-46.672133, -23.61905], [-46.672542, -23.618726], [-46.672556, -23.618714], [-46.672988, -23.618364], [-46.673274, -23.61867], [-46.673731, -23.619155], [-46.673309, -23.619496], [-46.67288, -23.61984]]	355030815000089	CAMPO-BELO
[[-46.662557, -23.627819], [-46.662175, -23.627993], [-46.662103, -23.628026], [-46.661821, -23.627771], [-46.661913, -23.627682], [-46.662163, -23.62744], [-46.662344, -23.627276], [-46.662949, -23.62675], [-46.663148, -23.626577], [-46.663916, -23.626218], [-46.664037, -23.626162], [-46.663803, -23.626552], [-46.663367, -23.627292], [-46.663305, -23.627456], [-46.66322, -23.627494], [-46.663143, -23.627528], [-46.662988, -23.627597], [-46.662847, -23.627663], [-46.662817, -23.627679], [-46.662582, -23.627807], [-46.663076, -23.627125], [-46.6627, -23.627309], [-46.662852, -23.627614], [-46.662964, -23.627566], [-46.663214, -23.627439], [-46.663076, -23.627125]]	355030815000029	CAMPO-BELO
[[-46.672913, -23.629906], [-46.672771, -23.630066], [-46.672689, -23.630235], [-46.672605, -23.630367], [-46.672433, -23.630577], [-46.672267, -23.630783], [-46.672031, -23.630997], [-46.671897, -23.631116], [-46.671732, -23.631264], [-46.671397, -23.631006], [-46.672042, -23.630093], [-46.672318, -23.629598], [-46.672668, -23.629378], [-46.673042, -23.629806]]	355030815000005	CAMPO-BELO
[[-46.670665, -23.632086], [-46.670751, -23.632193], [-46.670249, -23.632658], [-46.670097, -23.632801], [-46.669928, -23.632964], [-46.669791, -23.632889], [-46.669662, -23.632728], [-46.669471, -23.632447], [-46.669329, -23.632157], [-46.669392, -23.632174], [-46.669583, -23.632089], [-46.669864, -23.631964], [-46.669806, -23.631849], [-46.669834, -23.631828], [-46.670269, -23.631495], [-46.6703, -23.631472]]	355030815000004	CAMPO-BELO
[[-46.670047, -23.633026], [-46.670012, -23.633008], [-46.669928, -23.632964], [-46.670097, -23.632801], [-46.670249, -23.632658], [-46.670751, -23.632193], [-46.670828, -23.632136], [-46.670891, -23.632202], [-46.670917, -23.63223], [-46.671126, -23.632444], [-46.671248, -23.632575], [-46.671341, -23.632676], [-46.670499, -23.63338]]	355030815000141	CAMPO-BELO
[[-46.679528, -23.617179], [-46.678958, -23.616577], [-46.678846, -23.616451], [-46.679126, -23.616223], [-46.679437, -23.615976], [-46.679764, -23.615723], [-46.679781, -23.615708], [-46.679848, -23.615655], [-46.679851, -23.61565], [-46.679841, -23.615797], [-46.679581, -23.617245]]	355030815000090	CAMPO-BELO
[[-46.679964, -23.615806], [-46.680461, -23.616503], [-46.680485, -23.616536], [-46.680408, -23.616591], [-46.680223, -23.616734], [-46.679974, -23.616939], [-46.679581, -23.617245], [-46.679841, -23.615797], [-46.679851, -23.61565]]	355030815000137	CAMPO-BELO
[[-46.672036, -23.631812], [-46.672011, -23.631835], [-46.671804, -23.63203], [-46.671719, -23.631943], [-46.671661, -23.631972], [-46.671624, -23.631996], [-46.671571, -23.632054], [-46.671545, -23.632088], [-46.671268, -23.632542], [-46.671248, -23.632575], [-46.671126, -23.632444], [-46.670917, -23.63223], [-46.670891, -23.632202], [-46.670828, -23.632136], [-46.671603, -23.631406], [-46.671629, -23.631381], [-46.671723, -23.631467], [-46.671764, -23.631429], [-46.671796, -23.631506], [-46.671825, -23.631558], [-46.671871, -23.631631]]	355030815000146	CAMPO-BELO
[[-46.669376, -23.629891], [-46.669507, -23.63009], [-46.669668, -23.630366], [-46.668739, -23.63078], [-46.668563, -23.630449], [-46.668442, -23.63027]]	355030815000003	CAMPO-BELO
[[-46.655763, -23.633545], [-46.655674, -23.633555], [-46.655685, -23.633903], [-46.655593, -23.634027], [-46.655693, -23.63411], [-46.655515, -23.634576], [-46.655202, -23.63451], [-46.655457, -23.633076], [-46.655801, -23.633115]]	355030815000032	CAMPO-BELO
[[-46.67685, -23.625768], [-46.676602, -23.625506], [-46.676972, -23.624828], [-46.677003, -23.624853], [-46.677164, -23.624985], [-46.677259, -23.624898], [-46.67752, -23.625182], [-46.677534, -23.625198]]	355030815000147	CAMPO-BELO
[[-46.676704, -23.624743], [-46.676673, -23.624719], [-46.676351, -23.624472], [-46.676404, -23.624404], [-46.676197, -23.624157], [-46.676173, -23.624129], [-46.676604, -23.623796], [-46.676789, -23.623988], [-46.676841, -23.624042], [-46.676972, -23.624231]]	355030815000148	CAMPO-BELO
[[-46.685064, -23.626141], [-46.68539, -23.626489], [-46.685044, -23.626787], [-46.684492, -23.626233], [-46.684851, -23.625921]]	355030815000123	CAMPO-BELO
[[-46.684232, -23.62527], [-46.68388, -23.624905], [-46.683587, -23.624591], [-46.683314, -23.624307], [-46.684036, -23.624533], [-46.68432, -23.625364]]	355030815000125	CAMPO-BELO
[[-46.684938, -23.623597], [-46.68523, -23.623955], [-46.684799, -23.624318], [-46.68476, -23.624262], [-46.684679, -23.62416], [-46.684555, -23.624035], [-46.684496, -23.623973]]	355030815000129	CAMPO-BELO
[[-46.661512, -23.634762], [-46.660999, -23.635024], [-46.66082, -23.634708], [-46.660878, -23.634681], [-46.661351, -23.634449]]	355030815000110	CAMPO-BELO
[[-46.665178, -23.627482], [-46.665638, -23.62726], [-46.66579, -23.627571], [-46.665676, -23.627627], [-46.665527, -23.627697], [-46.665322, -23.627792]]	355030815000103	CAMPO-BELO
[[-46.6627, -23.627309], [-46.663076, -23.627125], [-46.663214, -23.627439], [-46.662964, -23.627566], [-46.662852, -23.627614]]	355030815000109	CAMPO-BELO
[[-46.66973, -23.630473], [-46.669764, -23.630557], [-46.669777, -23.63059], [-46.67005, -23.631065], [-46.670213, -23.631331], [-46.670034, -23.63142], [-46.669834, -23.631528], [-46.669673, -23.63162], [-46.669377, -23.631757], [-46.669225, -23.631831], [-46.668768, -23.630867], [-46.668739, -23.63078], [-46.669668, -23.630366]]	355030815000143	CAMPO-BELO
[[-46.669015, -23.63328], [-46.669008, -23.633225], [-46.669, -23.633165], [-46.66902, -23.632426], [-46.668981, -23.631952], [-46.668768, -23.630867], [-46.669225, -23.631831], [-46.669249, -23.631871], [-46.669279, -23.632021], [-46.669329, -23.632157], [-46.669471, -23.632447], [-46.669662, -23.632728], [-46.669791, -23.632889], [-46.669928, -23.632964], [-46.669792, -23.633095], [-46.669412, -23.63338], [-46.669038, -23.633633]]	355030815000144	CAMPO-BELO
[[-46.655994, -23.633113], [-46.656086, -23.633146], [-46.656149, -23.633159], [-46.656229, -23.633178], [-46.656351, -23.633191], [-46.65692, -23.633181], [-46.657078, -23.633173], [-46.657014, -23.633282], [-46.656813, -23.633725], [-46.656786, -23.633754], [-46.656769, -23.633797], [-46.656766, -23.633841], [-46.656797, -23.633898], [-46.656833, -23.633937], [-46.656889, -23.633982], [-46.657127, -23.634183], [-46.657211, -23.634278], [-46.657244, -23.634361], [-46.656867, -23.634395], [-46.656535, -23.634428], [-46.656436, -23.634448], [-46.656352, -23.634519], [-46.656424, -23.63465], [-46.656685, -23.635276], [-46.656743, -23.635419], [-46.656786, -23.635526], [-46.656811, -23.63558], [-46.656904, -23.635787], [-46.656864, -23.63575], [-46.656671, -23.635598], [-46.656613, -23.635553], [-46.656582, -23.635503], [-46.65657, -23.635493], [-46.656185, -23.635191], [-46.655887, -23.634945], [-46.655497, -23.634624], [-46.655515, -23.634576], [-46.655693, -23.63411], [-46.655593, -23.634027], [-46.655685, -23.633903], [-46.655674, -23.633555], [-46.655763, -23.633545], [-46.655801, -23.633115], [-46.655807, -23.633045], [-46.655813, -23.63305]]	355030815000145	CAMPO-BELO
[[-46.66704, -23.634879], [-46.666996, -23.634792], [-46.668013, -23.634191], [-46.668135, -23.634115], [-46.668476, -23.633904], [-46.668483, -23.633899], [-46.66859, -23.633829], [-46.668576, -23.633973], [-46.668589, -23.634053], [-46.66858, -23.634397], [-46.668514, -23.634762], [-46.668251, -23.635037], [-46.667605, -23.635457], [-46.667484, -23.635536], [-46.667443, -23.635569], [-46.667435, -23.635575], [-46.667414, -23.635592], [-46.66739, -23.63554], [-46.667274, -23.63529]]	355030815000016	CAMPO-BELO
[[-46.630412, -23.639181], [-46.630435, -23.639562], [-46.630457, -23.639915], [-46.630471, -23.640283], [-46.63049, -23.640521], [-46.630507, -23.640841], [-46.630518, -23.641175], [-46.630563, -23.641631], [-46.63059, -23.641989], [-46.630645, -23.642535], [-46.630751, -23.643203], [-46.630849, -23.643805], [-46.630935, -23.644199], [-46.631048, -23.644675], [-46.631255, -23.645435], [-46.631776, -23.646883], [-46.631797, -23.646927], [-46.63189, -23.646854], [-46.632168, -23.646653], [-46.632691, -23.646241], [-46.63275, -23.646283], [-46.632774, -23.646313], [-46.633004, -23.646545], [-46.633001, -23.64667], [-46.633005, -23.646846], [-46.633018, -23.647006], [-46.633059, -23.647172], [-46.633151, -23.647397], [-46.633215, -23.647522], [-46.633287, -23.647637], [-46.633329, -23.647711], [-46.633311, -23.647727], [-46.633293, -23.647764], [-46.633277, -23.647838], [-46.633187, -23.647885], [-46.633087, -23.647968], [-46.633012, -23.648043], [-46.632958, -23.648138], [-46.632942, -23.648207], [-46.632929, -23.64826], [-46.632901, -23.648323], [-46.632882, -23.648382], [-46.632896, -23.64848], [-46.632985, -23.648795], [-46.633026, -23.648945], [-46.633127, -23.649206], [-46.632997, -23.648984], [-46.632838, -23.648923], [-46.632733, -23.648828], [-46.632614, -23.648873], [-46.632789, -23.649347], [-46.633436, -23.650881], [-46.633526, -23.651048], [-46.633642, -23.651408], [-46.633712, -23.651627], [-46.633778, -23.651836], [-46.633912, -23.652378], [-46.633995, -23.652884], [-46.633944, -23.65297], [-46.633967, -23.653133], [-46.633985, -23.653263], [-46.634008, -23.653435], [-46.634016, -23.653561], [-46.634026, -23.653727], [-46.63403, -23.653845], [-46.634052, -23.653958], [-46.634054, -23.654122], [-46.634053, -23.654317], [-46.634053, -23.654609], [-46.63404, -23.654853], [-46.632679, -23.655098], [-46.632325, -23.653561], [-46.63061, -23.654208], [-46.630471, -23.650451], [-46.631097, -23.650454], [-46.631098, -23.650923], [-46.631703, -23.650921], [-46.631697, -23.650461], [-46.63206, -23.650466], [-46.631999, -23.650053], [-46.631998, -23.64996], [-46.631996, -23.649831], [-46.632022, -23.649762], [-46.632019, -23.649521], [-46.632007, -23.649361], [-46.632006, -23.649276], [-46.632005, -23.649226], [-46.631801, -23.649228], [-46.631427, -23.649224], [-46.631277, -23.649224], [-46.631154, -23.649227], [-46.630944, -23.649225], [-46.630882, -23.649225], [-46.630735, -23.649227], [-46.630744, -23.650006], [-46.630455, -23.650011], [-46.630436, -23.649505], [-46.627483, -23.649494], [-46.625611, -23.650015], [-46.625007, -23.648718], [-46.623507, -23.648465], [-46.623506, -23.648465], [-46.623694, -23.648315], [-46.62394, -23.648121], [-46.62405, -23.648028], [-46.624178, -23.647935], [-46.624264, -23.647862], [-46.624388, -23.647732], [-46.624427, -23.647668], [-46.624457, -23.647605], [-46.624486, -23.647545], [-46.624575, -23.647368], [-46.624621, -23.647279], [-46.624641, -23.647241], [-46.624833, -23.64687], [-46.624974, -23.646624], [-46.625055, -23.646527], [-46.625221, -23.646313], [-46.625399, -23.646089], [-46.625519, -23.64594], [-46.625669, -23.645753], [-46.62585, -23.645511], [-46.625872, -23.645469], [-46.625998, -23.645229], [-46.626029, -23.645094], [-46.626056, -23.644977], [-46.626065, -23.644932], [-46.626111, -23.644697], [-46.626159, -23.644555], [-46.626417, -23.643927], [-46.626656, -23.643371], [-46.626688, -23.643269], [-46.626691, -23.643248], [-46.626713, -23.643116], [-46.626718, -23.643034], [-46.626718, -23.643028], [-46.626734, -23.642725], [-46.626741, -23.642609], [-46.626759, -23.642433], [-46.626788, -23.64229], [-46.626819, -23.642216], [-46.626843, -23.64216], [-46.626977, -23.641883], [-46.627179, -23.641454], [-46.62735, -23.641105], [-46.627366, -23.641036], [-46.62737, -23.641019], [-46.627373, -23.640955], [-46.627382, -23.640497], [-46.62811, -23.639813], [-46.628052, -23.639806], [-46.627839, -23.639773], [-46.627751, -23.63975], [-46.627647, -23.6397], [-46.627556, -23.639645], [-46.627455, -23.63957], [-46.627396, -23.639532], [-46.627394, -23.639447], [-46.627391, -23.639344], [-46.627382, -23.639195], [-46.627356, -23.638905], [-46.627347, -23.638836], [-46.627324, -23.638646], [-46.627317, -23.638592], [-46.627296, -23.638426], [-46.627292, -23.638401], [-46.628204, -23.63883], [-46.628461, -23.638786], [-46.629141, -23.638669], [-46.629399, -23.638546], [-46.629813, -23.638558], [-46.630415, -23.63894], [-46.628127, -23.645477], [-46.628279, -23.645457], [-46.628373, -23.645424], [-46.628464, -23.645246], [-46.628478, -23.644782], [-46.628522, -23.644349], [-46.628566, -23.643885], [-46.628193, -23.644039], [-46.628031, -23.644154], [-46.627929, -23.644233], [-46.627744, -23.644076], [-46.62764, -23.644008], [-46.627491, -23.644001], [-46.627339, -23.644034], [-46.627207, -23.644136], [-46.627139, -23.644214], [-46.627105, -23.644301], [-46.627072, -23.644451], [-46.627075, -23.644637], [-46.627127, -23.644873], [-46.627164, -23.645055], [-46.62724, -23.6452], [-46.62734, -23.645317], [-46.627444, -23.645375], [-46.627757, -23.645438], [-46.627818, -23.64545], [-46.627895, -23.645465], [-46.628127, -23.645477]]	355030838000198	JABAQUARA
[[-46.640417, -23.646842], [-46.640434, -23.64687], [-46.64047, -23.646929], [-46.640513, -23.646975], [-46.640551, -23.647004], [-46.640588, -23.647018], [-46.640652, -23.647031], [-46.640713, -23.647028], [-46.640805, -23.647012], [-46.640868, -23.646944], [-46.640984, -23.647312], [-46.641024, -23.647597], [-46.641064, -23.647762], [-46.641122, -23.647926], [-46.641209, -23.64811], [-46.641352, -23.648341], [-46.641479, -23.648537], [-46.641562, -23.648653], [-46.641677, -23.648814], [-46.641865, -23.64902], [-46.642038, -23.649175], [-46.642295, -23.649362], [-46.642576, -23.649536], [-46.642824, -23.649734], [-46.643042, -23.649955], [-46.643181, -23.650127], [-46.6433, -23.650304], [-46.643412, -23.650482], [-46.643523, -23.650628], [-46.64365, -23.650778], [-46.643853, -23.650978], [-46.644143, -23.651298], [-46.644298, -23.651521], [-46.644417, -23.651716], [-46.644538, -23.651974], [-46.64466, -23.652286], [-46.644726, -23.65251], [-46.644767, -23.652752], [-46.6448, -23.6531], [-46.644802, -23.653122], [-46.644825, -23.65342], [-46.644844, -23.65361], [-46.644872, -23.653644], [-46.64497, -23.653754], [-46.645109, -23.653897], [-46.645166, -23.653926], [-46.645258, -23.653974], [-46.645415, -23.65403], [-46.645373, -23.654036], [-46.64533, -23.654043], [-46.645153, -23.654148], [-46.645029, -23.654291], [-46.644957, -23.654436], [-46.644914, -23.654597], [-46.644888, -23.654868], [-46.644883, -23.654944], [-46.64488, -23.654984], [-46.644869, -23.655136], [-46.644828, -23.655572], [-46.644807, -23.655776], [-46.644793, -23.655909], [-46.644751, -23.656241], [-46.644683, -23.656333], [-46.644599, -23.656422], [-46.644479, -23.656474], [-46.644315, -23.656536], [-46.644153, -23.656543], [-46.64379, -23.656484], [-46.643512, -23.656421], [-46.643474, -23.656414], [-46.643115, -23.656347], [-46.642801, -23.656267], [-46.642724, -23.656236], [-46.642389, -23.656404], [-46.641974, -23.656623], [-46.641623, -23.656151], [-46.641548, -23.656053], [-46.641405, -23.655869], [-46.641342, -23.655789], [-46.641239, -23.655658], [-46.641024, -23.655392], [-46.640952, -23.65529], [-46.640897, -23.65521], [-46.640843, -23.65512], [-46.640752, -23.654959], [-46.640705, -23.654848], [-46.640604, -23.654613], [-46.640485, -23.654314], [-46.640446, -23.654201], [-46.640405, -23.654094], [-46.640354, -23.653951], [-46.640317, -23.653864], [-46.640226, -23.653708], [-46.640561, -23.653761], [-46.640819, -23.653798], [-46.640913, -23.653807], [-46.640953, -23.653807], [-46.640976, -23.653802], [-46.641004, -23.653789], [-46.641024, -23.653777], [-46.641032, -23.653771], [-46.641058, -23.653748], [-46.641091, -23.653707], [-46.641111, -23.653623], [-46.641096, -23.653468], [-46.641084, -23.653296], [-46.641069, -23.653164], [-46.641065, -23.653025], [-46.641051, -23.652944], [-46.641024, -23.652907], [-46.640967, -23.652858], [-46.640957, -23.652853], [-46.640925, -23.652836], [-46.640883, -23.652831], [-46.640834, -23.652835], [-46.640749, -23.652859], [-46.640653, -23.652896], [-46.640481, -23.652961], [-46.640298, -23.65302], [-46.6401, -23.652713], [-46.639926, -23.652441], [-46.639745, -23.652182], [-46.639611, -23.651973], [-46.63945, -23.651716], [-46.639332, -23.651521], [-46.639225, -23.651327], [-46.639197, -23.651294], [-46.639158, -23.65124], [-46.639131, -23.651201], [-46.639106, -23.651173], [-46.638664, -23.65048], [-46.638488, -23.650198], [-46.63837, -23.649997], [-46.63851, -23.649975], [-46.638552, -23.64996], [-46.639346, -23.649638], [-46.640156, -23.649297], [-46.640338, -23.649235], [-46.640322, -23.648983], [-46.640262, -23.64878], [-46.640133, -23.648518], [-46.64, -23.6482], [-46.639937, -23.648009], [-46.639931, -23.647738], [-46.640008, -23.647253], [-46.640099, -23.647012], [-46.640314, -23.646578]]	355030838000027	JABAQUARA
[[-46.634368, -23.664224], [-46.634361, -23.664252], [-46.634341, -23.664372], [-46.634308, -23.664565], [-46.634268, -23.664912], [-46.634268, -23.664917], [-46.634266, -23.665066], [-46.634266, -23.66512], [-46.634264, -23.665372], [-46.634262, -23.665414], [-46.634278, -23.665655], [-46.634279, -23.666071], [-46.63428, -23.666339], [-46.634288, -23.666414], [-46.634278, -23.666463], [-46.634285, -23.666725], [-46.634401, -23.666768], [-46.63425, -23.667047], [-46.634253, -23.667076], [-46.634261, -23.667138], [-46.634278, -23.667179], [-46.634302, -23.667225], [-46.634354, -23.667224], [-46.634521, -23.667288], [-46.634822, -23.667456], [-46.634954, -23.667374], [-46.63509, -23.667325], [-46.635058, -23.667542], [-46.635084, -23.667639], [-46.635147, -23.66765], [-46.635296, -23.667634], [-46.635497, -23.667501], [-46.635908, -23.667404], [-46.63643, -23.667346], [-46.636398, -23.667407], [-46.636361, -23.66751], [-46.636313, -23.667627], [-46.63624, -23.667842], [-46.636154, -23.668092], [-46.636075, -23.668316], [-46.636034, -23.668426], [-46.635983, -23.668547], [-46.635924, -23.668652], [-46.635865, -23.668724], [-46.635816, -23.668778], [-46.635692, -23.668908], [-46.635566, -23.669003], [-46.635423, -23.669098], [-46.6352, -23.669183], [-46.634994, -23.66923], [-46.634866, -23.669251], [-46.634706, -23.669265], [-46.634395, -23.669266], [-46.634138, -23.669268], [-46.633901, -23.66927], [-46.633709, -23.669272], [-46.633605, -23.669289], [-46.633465, -23.66932], [-46.633342, -23.669369], [-46.633254, -23.669421], [-46.63314, -23.669508], [-46.63309, -23.669567], [-46.633037, -23.669635], [-46.632975, -23.669745], [-46.63293, -23.669858], [-46.632887, -23.669984], [-46.632804, -23.670201], [-46.632736, -23.670379], [-46.632667, -23.670541], [-46.632598, -23.670671], [-46.63246, -23.670899], [-46.632419, -23.670966], [-46.632356, -23.671077], [-46.632273, -23.671259], [-46.632185, -23.671465], [-46.632104, -23.671631], [-46.632021, -23.671778], [-46.631908, -23.671961], [-46.63183, -23.672086], [-46.631707, -23.672288], [-46.631559, -23.672372], [-46.631158, -23.672995], [-46.631062, -23.673259], [-46.631105, -23.673093], [-46.631106, -23.672988], [-46.631084, -23.67286], [-46.630991, -23.672694], [-46.630831, -23.672464], [-46.630779, -23.672412], [-46.631124, -23.671968], [-46.631428, -23.671506], [-46.631642, -23.671109], [-46.631858, -23.670687], [-46.632045, -23.670279], [-46.632207, -23.669846], [-46.632372, -23.669298], [-46.632502, -23.668768], [-46.632618, -23.668105], [-46.632791, -23.666505], [-46.632955, -23.665095], [-46.633031, -23.664371], [-46.633142, -23.663432], [-46.633259, -23.6635], [-46.633616, -23.663737], [-46.634372, -23.664212], [-46.632963, -23.669437], [-46.633042, -23.669343], [-46.633124, -23.669268], [-46.633213, -23.669199], [-46.633348, -23.669111], [-46.633464, -23.669063], [-46.633418, -23.668811], [-46.633518, -23.668793], [-46.633533, -23.668633], [-46.633618, -23.668637], [-46.633653, -23.668436], [-46.633073, -23.668354], [-46.632963, -23.669437]]	355030838000207	JABAQUARA
[[-46.635245, -23.648093], [-46.635277, -23.648062], [-46.635328, -23.648038], [-46.635588, -23.647926], [-46.635816, -23.647837], [-46.636406, -23.647593], [-46.636789, -23.647437], [-46.637233, -23.647255], [-46.637982, -23.646956], [-46.638637, -23.646681], [-46.639329, -23.646398], [-46.639529, -23.646313], [-46.639845, -23.646143], [-46.640254, -23.645974], [-46.640293, -23.645958], [-46.640587, -23.645844], [-46.640796, -23.645779], [-46.640594, -23.646123], [-46.640576, -23.646151], [-46.64047, -23.646313], [-46.640314, -23.646578], [-46.640099, -23.647012], [-46.640008, -23.647253], [-46.639931, -23.647738], [-46.639937, -23.648009], [-46.64, -23.6482], [-46.640133, -23.648518], [-46.640262, -23.64878], [-46.640322, -23.648983], [-46.640338, -23.649235], [-46.640156, -23.649297], [-46.639346, -23.649638], [-46.638552, -23.64996], [-46.63851, -23.649975], [-46.63837, -23.649997], [-46.638077, -23.650105], [-46.637688, -23.650224], [-46.63724, -23.650138], [-46.637023, -23.650107], [-46.636534, -23.65001], [-46.636559, -23.649888], [-46.636706, -23.649348], [-46.636584, -23.649241], [-46.635916, -23.648755], [-46.635816, -23.648681], [-46.635653, -23.648558], [-46.63534, -23.64833], [-46.635242, -23.64825], [-46.635236, -23.6482], [-46.635238, -23.648132]]	355030838000092	JABAQUARA
