SECTOR_CENTROID	SECTOR_ID	CITY
[-46.65534619111267, -23.651758435636747]	355030838000018	JABAQUARA
[-46.64368400632205, -23.663721817426637]	355030838000106	JABAQUARA
[-46.64001601966684, -23.665696093026128]	355030838000160	JABAQUARA
[-46.654482220815346, -23.651087075147498]	355030838000019	JABAQUARA
[-46.664934037829035, -23.641648774163464]	355030838000275	JABAQUARA
[-46.662810844727126, -23.657246462533422]	355030838000117	JABAQUARA
[-46.64196040839609, -23.632279275107567]	355030838000234	JABAQUARA
[-46.64015173460992, -23.644830969922094]	355030838000351	JABAQUARA
[-46.6478804088976, -23.66130867283795]	355030838000031	JABAQUARA
[-46.638999401436664, -23.642981138487784]	355030838000145	JABAQUARA
[-46.650427365566564, -23.64581415915216]	355030838000045	JABAQUARA
[-46.66552436070326, -23.649228200393136]	355030838000177	JABAQUARA
[-46.635623278704024, -23.636473961572687]	355030838000250	JABAQUARA
[-46.65370056097849, -23.65001095637239]	355030838000280	JABAQUARA
[-46.64829037491013, -23.65956409670387]	355030838000012	JABAQUARA
[-46.65760265961756, -23.66215325418918]	355030838000113	JABAQUARA
[-46.65077150715311, -23.65981882793415]	355030838000034	JABAQUARA
[-46.63678558731669, -23.670324947942888]	355030838000267	JABAQUARA
[-46.65197239514349, -23.664482087850786]	355030838000062	JABAQUARA
[-46.65301505658025, -23.659591816893567]	355030838000339	JABAQUARA
[-46.66310052108103, -23.639857076976295]	355030838000277	JABAQUARA
[-46.65968744838467, -23.6424501824396]	355030838000304	JABAQUARA
[-46.640555816598706, -23.635110995135676]	355030838000186	JABAQUARA
[-46.6547366903469, -23.64862666777743]	355030838000340	JABAQUARA
[-46.651027979310044, -23.64258066840783]	355030838000308	JABAQUARA
[-46.66171187302335, -23.64765101267238]	355030838000123	JABAQUARA
[-46.642978024713784, -23.66835534122995]	355030838000164	JABAQUARA
[-46.63546047802591, -23.654456646834014]	355030838000293	JABAQUARA
[-46.64632880929088, -23.6429601680932]	355030838000086	JABAQUARA
[-46.63878450039269, -23.665231206025126]	355030838000295	JABAQUARA
[-46.636076876462795, -23.67129679003881]	355030838000266	JABAQUARA
[-46.636824397834545, -23.668814899240136]	355030838000257	JABAQUARA
[-46.63587312342451, -23.633005892344134]	355030838000189	JABAQUARA
[-46.64983062205217, -23.659128771849463]	355030838000033	JABAQUARA
[-46.64039899240243, -23.64043006114378]	355030838000143	JABAQUARA
[-46.63302258837367, -23.632522650946424]	355030838000278	JABAQUARA
[-46.641127818113446, -23.667730984777407]	355030838000162	JABAQUARA
[-46.65385100316368, -23.664316496475056]	355030838000063	JABAQUARA
[-46.63972961103109, -23.635626894051548]	355030838000139	JABAQUARA
[-46.63719408945456, -23.66512445515178]	355030838000205	JABAQUARA
[-46.65826664408428, -23.66084788743143]	355030838000384	JABAQUARA
[-46.651420906313085, -23.662363061987914]	355030838000035	JABAQUARA
[-46.65339787391323, -23.644075416251244]	355030838000082	JABAQUARA
[-46.64764085596258, -23.642813003872263]	355030838000085	JABAQUARA
[-46.6380058308409, -23.65509322543488]	355030838000097	JABAQUARA
[-46.655628831010546, -23.64175295592937]	355030838000129	JABAQUARA
[-46.63908365129105, -23.656802740600995]	355030838000100	JABAQUARA
[-46.6631817240355, -23.654160337734048]	355030838000371	JABAQUARA
[-46.63966568415777, -23.653806442117222]	355030838000096	JABAQUARA
[-46.64415910712559, -23.66875188573828]	355030838000214	JABAQUARA
[-46.643478763663815, -23.666264488748524]	355030838000165	JABAQUARA
[-46.645913790647846, -23.667402698289813]	355030838000167	JABAQUARA
[-46.64163836173051, -23.666542111662483]	355030838000161	JABAQUARA
[-46.662008927111415, -23.655544193478267]	355030838000119	JABAQUARA
[-46.66367497893279, -23.6429092762778]	355030838000276	JABAQUARA
[-46.65642139892342, -23.661238994301016]	355030838000065	JABAQUARA
[-46.66329354106427, -23.652044356972617]	355030838000120	JABAQUARA
[-46.64404962306547, -23.660796483663127]	355030838000054	JABAQUARA
[-46.631797830607304, -23.635789871463725]	355030838000299	JABAQUARA
[-46.637810989779815, -23.633590551940408]	355030838000187	JABAQUARA
[-46.63138042792091, -23.632840568901486]	355030838000246	JABAQUARA
[-46.65673703023456, -23.641675375202404]	355030838000289	JABAQUARA
[-46.64214515928019, -23.663976637513407]	355030838000104	JABAQUARA
[-46.64262231314829, -23.660102382039472]	355030838000284	JABAQUARA
[-46.65991453231435, -23.656460558809577]	355030838000344	JABAQUARA
[-46.63533332941257, -23.664784114390557]	355030838000206	JABAQUARA
[-46.63889129916072, -23.65307592039262]	355030838000095	JABAQUARA
[-46.6386864971753, -23.670253368290357]	355030838000376	JABAQUARA
[-46.63394536392543, -23.643938548465556]	355030838000196	JABAQUARA
[-46.637679865268424, -23.66047501387041]	355030838000156	JABAQUARA
[-46.64877258590064, -23.665327726477845]	355030838000110	JABAQUARA
[-46.644253481067835, -23.6702857577109]	355030838000213	JABAQUARA
[-46.640676707795045, -23.641992639069937]	355030838000144	JABAQUARA
[-46.640639869701296, -23.663367342748725]	355030838000288	JABAQUARA
[-46.65690743589575, -23.65649028480821]	355030838000307	JABAQUARA
[-46.65252367488473, -23.665709423533073]	355030838000061	JABAQUARA
[-46.65536417503091, -23.65733295868267]	355030838000037	JABAQUARA
[-46.6629796551313, -23.6412044929587]	355030838000361	JABAQUARA
[-46.64733106221652, -23.640520848806656]	355030838000087	JABAQUARA
[-46.63805665709443, -23.63077572759787]	355030838000242	JABAQUARA
[-46.645685998540465, -23.65822247009213]	355030838000008	JABAQUARA
[-46.641568994608804, -23.66949411276571]	355030838000212	JABAQUARA
[-46.661636107887816, -23.64120766142296]	355030838000229	JABAQUARA
[-46.64002333759558, -23.633331567857233]	355030838000238	JABAQUARA
[-46.6388881377714, -23.659544208422442]	355030838000353	JABAQUARA
[-46.63307974912614, -23.63516580341763]	355030838000248	JABAQUARA
[-46.66123199856051, -23.656793938354443]	355030838000118	JABAQUARA
[-46.63535167002859, -23.672732048575142]	355030838000263	JABAQUARA
[-46.64612615951202, -23.661053356455632]	355030838000338	JABAQUARA
[-46.639392478401604, -23.66278401364951]	355030838000158	JABAQUARA
[-46.65235493026191, -23.64717051137939]	355030838000341	JABAQUARA
[-46.665399263117045, -23.654509861589943]	355030838000357	JABAQUARA
[-46.66063309414513, -23.652559892336672]	355030838000345	JABAQUARA
[-46.64595188770087, -23.65965218530099]	355030838000009	JABAQUARA
[-46.65006998013076, -23.650318510927534]	355030838000023	JABAQUARA
[-46.64438681402578, -23.659035528852186]	355030838000029	JABAQUARA
[-46.67012419051347, -23.64520999317958]	355030838000365	JABAQUARA
[-46.662323492483154, -23.65288365331237]	355030838000073	JABAQUARA
[-46.6320876026058, -23.672639096159507]	355030838000260	JABAQUARA
[-46.6327951085465, -23.643103863281564]	355030838000255	JABAQUARA
[-46.64949245617821, -23.657992130187257]	355030838000334	JABAQUARA
[-46.63331941742203, -23.671914986487167]	355030838000261	JABAQUARA
[-46.6451387891895, -23.64114096592217]	355030838000088	JABAQUARA
[-46.6505779694284, -23.638684224425624]	355030838000349	JABAQUARA
[-46.63363963253419, -23.671045386078607]	355030838000404	JABAQUARA
[-46.64942970474578, -23.667202809717754]	355030838000171	JABAQUARA
[-46.64450445693012, -23.665581194507396]	355030838000108	JABAQUARA
[-46.664367193900354, -23.64729027915182]	355030838000179	JABAQUARA
[-46.65711795684478, -23.66343104575036]	355030838000111	JABAQUARA
[-46.63579019531449, -23.66002008693099]	355030838000373	JABAQUARA
[-46.64614761892093, -23.655645161979674]	355030838000378	JABAQUARA
[-46.64011454572853, -23.630183032137975]	355030838000235	JABAQUARA
[-46.66802756591121, -23.646546695251224]	355030838000220	JABAQUARA
[-46.667472280345486, -23.645831781924937]	355030838000221	JABAQUARA
[-46.633972477738574, -23.633689585392574]	355030838000366	JABAQUARA
[-46.633297997615344, -23.673977397473546]	355030838000264	JABAQUARA
[-46.63785933224595, -23.66782633969518]	355030838000210	JABAQUARA
[-46.64774752643461, -23.65725619889967]	355030838000011	JABAQUARA
[-46.63498599261377, -23.67084320706988]	355030838000258	JABAQUARA
[-46.62783428634169, -23.644713422654227]	355030838000199	JABAQUARA
[-46.66525270570846, -23.647593141379662]	355030838000178	JABAQUARA
[-46.63457142917266, -23.6656504908134]	355030838000208	JABAQUARA
[-46.64196528045087, -23.665146855570516]	355030838000159	JABAQUARA
[-46.639952872207814, -23.63951994780601]	355030838000292	JABAQUARA
