SECTOR_CENTROID	SECTOR_ID	CITY
[-46.63973058270963, -23.65487820583922]	355030838000098	JABAQUARA
[-46.64089730591563, -23.630942712512713]	355030838000236	JABAQUARA
[-46.63824836704219, -23.63514968252669]	355030838000188	JABAQUARA
[-46.657519150108016, -23.645032587605726]	355030838000077	JABAQUARA
[-46.649002191237756, -23.657085124789475]	355030838000013	JABAQUARA
[-46.64876459076403, -23.65359873164671]	355030838000332	JABAQUARA
[-46.64592168807064, -23.65307740337916]	355030838000337	JABAQUARA
[-46.63620872730151, -23.655384826812963]	355030838000153	JABAQUARA
[-46.65588306559268, -23.662081677869427]	355030838000347	JABAQUARA
[-46.64541606030105, -23.6504867043114]	355030838000305	JABAQUARA
[-46.66892633277219, -23.647598453354828]	355030838000218	JABAQUARA
[-46.650705416286385, -23.662395984948834]	355030838000060	JABAQUARA
[-46.63898126959299, -23.632478875694826]	355030838000239	JABAQUARA
[-46.64546411532775, -23.66849380972983]	355030838000166	JABAQUARA
[-46.65243541719772, -23.646589814328287]	355030838000044	JABAQUARA
[-46.63428211227154, -23.67387212676001]	355030838000265	JABAQUARA
[-46.6510453503351, -23.645112319756965]	355030838000342	JABAQUARA
[-46.656285650458706, -23.64996720666819]	355030838000042	JABAQUARA
[-46.669229481712996, -23.6455251444766]	355030838000272	JABAQUARA
[-46.64036689491471, -23.668737842215037]	355030838000359	JABAQUARA
[-46.65189743523702, -23.648624889572368]	355030838000281	JABAQUARA
[-46.66614926698221, -23.647865515742666]	355030838000296	JABAQUARA
[-46.6390751128979, -23.631513640710217]	355030838000240	JABAQUARA
[-46.64820312074279, -23.650596857956753]	355030838000335	JABAQUARA
[-46.652218429038186, -23.649286694815117]	355030838000021	JABAQUARA
[-46.65408397459609, -23.64752002995184]	355030838000043	JABAQUARA
[-46.64056280876008, -23.643411010028142]	355030838000146	JABAQUARA
[-46.65693372293727, -23.644648867780496]	355030838000387	JABAQUARA
[-46.64209361642047, -23.637841734926116]	355030838000138	JABAQUARA
[-46.6434380623955, -23.64794754904982]	355030838000050	JABAQUARA
[-46.64945030522568, -23.664479019294568]	355030838000343	JABAQUARA
[-46.649823239031896, -23.662815351115835]	355030838000059	JABAQUARA
[-46.655990874331806, -23.659193296055612]	355030838000067	JABAQUARA
[-46.64049987261061, -23.66440396082175]	355030838000354	JABAQUARA
[-46.64393994637021, -23.648988032785518]	355030838000052	JABAQUARA
[-46.65626423162204, -23.64383803472422]	355030838000290	JABAQUARA
[-46.64038199302155, -23.63239878421322]	355030838000364	JABAQUARA
[-46.645091595931206, -23.65730196080352]	355030838000377	JABAQUARA
[-46.64086911854926, -23.631996320610046]	355030838000362	JABAQUARA
[-46.66778700274236, -23.647063143589513]	355030838000224	JABAQUARA
[-46.65897991808812, -23.644916534016048]	355030838000394	JABAQUARA
[-46.6335011030683, -23.672939088266983]	355030838000262	JABAQUARA
[-46.64456908085915, -23.667403844029508]	355030838000355	JABAQUARA
[-46.634234166061304, -23.662769794621845]	355030838000203	JABAQUARA
[-46.64711291392167, -23.66746890493806]	355030838000169	JABAQUARA
[-46.64121801960909, -23.66165704313348]	355030838000053	JABAQUARA
[-46.64575010395891, -23.665469801230326]	355030838000168	JABAQUARA
[-46.66510062927819, -23.652591372391548]	355030838000174	JABAQUARA
[-46.65872795577445, -23.64362841100638]	355030838000128	JABAQUARA
[-46.642947666395074, -23.67061117150779]	355030838000271	JABAQUARA
[-46.63892599693835, -23.671676923249912]	355030838000268	JABAQUARA
[-46.6335057586093, -23.669935946314997]	355030838000405	JABAQUARA
[-46.64068135898843, -23.638157553675192]	355030838000142	JABAQUARA
[-46.656001224609604, -23.646003274857392]	355030838000079	JABAQUARA
[-46.64254326213927, -23.637517357244533]	355030838000350	JABAQUARA
[-46.63755798420879, -23.631870208587205]	355030838000241	JABAQUARA
[-46.65191601722454, -23.65081640917272]	355030838000279	JABAQUARA
[-46.6523034330234, -23.663211800685716]	355030838000382	JABAQUARA
[-46.636074318991156, -23.664980820450126]	355030838000358	JABAQUARA
[-46.660448987673554, -23.640419955293908]	355030838000401	JABAQUARA
[-46.64680550973535, -23.66659503509352]	355030838000356	JABAQUARA
[-46.65253309578925, -23.640086932758997]	355030838000331	JABAQUARA
[-46.6599781278205, -23.645312372042987]	355030838000127	JABAQUARA
[-46.64742696150132, -23.65601808971278]	355030838000333	JABAQUARA
[-46.6555343822554, -23.659943316972566]	355030838000066	JABAQUARA
[-46.66011885173539, -23.65753089305383]	355030838000070	JABAQUARA
[-46.66197870202451, -23.638768824632816]	355030838000374	JABAQUARA
[-46.634754113399275, -23.669693625652318]	355030838000259	JABAQUARA
[-46.63762064443658, -23.635666845960337]	355030838000191	JABAQUARA
[-46.652755903752194, -23.649957096227038]	355030838000379	JABAQUARA
[-46.63941036243191, -23.67107296631212]	355030838000269	JABAQUARA
[-46.66031338823181, -23.644905958877334]	355030838000410	JABAQUARA
[-46.64421887958811, -23.64815109870219]	355030838000370	JABAQUARA
[-46.667090271749906, -23.64794015243872]	355030838000219	JABAQUARA
[-46.6401375474904, -23.636719125296857]	355030838000291	JABAQUARA
[-46.656465827339936, -23.662958598706744]	355030838000391	JABAQUARA
[-46.661441091827555, -23.64636098199233]	355030838000392	JABAQUARA
[-46.65547589473053, -23.645564504106733]	355030838000314	JABAQUARA
[-46.63450482415421, -23.661537308322472]	355030838000323	JABAQUARA
[-46.66654535621989, -23.646892543957616]	355030838000222	JABAQUARA
[-46.652582260993576, -23.65070431708528]	355030838000367	JABAQUARA
[-46.64398051284742, -23.649408156375884]	355030838000051	JABAQUARA
[-46.655216438607134, -23.663498678434586]	355030838000390	JABAQUARA
[-46.65807185275602, -23.64379193515142]	355030838000395	JABAQUARA
[-46.65973340176938, -23.64602020290128]	355030838000348	JABAQUARA
[-46.660856910409706, -23.646684939902997]	355030838000125	JABAQUARA
[-46.64436240628613, -23.659437354191198]	355030838000030	JABAQUARA
[-46.6401244305816, -23.633917173950238]	355030838000237	JABAQUARA
[-46.65325326115942, -23.649762369660074]	355030838000020	JABAQUARA
[-46.6348486068436, -23.665062081546587]	355030838000399	JABAQUARA
[-46.65227470232523, -23.656569036134623]	355030838000016	JABAQUARA
[-46.634939626099786, -23.66185694777197]	355030838000322	JABAQUARA
[-46.64530813095868, -23.654500279854275]	355030838000006	JABAQUARA
[-46.669136105923954, -23.646292732043413]	355030838000298	JABAQUARA
[-46.66091045859617, -23.639702760743937]	355030838000230	JABAQUARA
[-46.65480343238619, -23.646396672393294]	355030838000080	JABAQUARA
[-46.63681086246587, -23.67246941635989]	355030838000375	JABAQUARA
[-46.632988921161825, -23.674220659768228]	355030838000406	JABAQUARA
[-46.654337328273, -23.658853115234123]	355030838000302	JABAQUARA
[-46.655141913841845, -23.6468348488626]	355030838000315	JABAQUARA
[-46.66190144001984, -23.652546541079026]	355030838000386	JABAQUARA
[-46.656680825754776, -23.65969724010606]	355030838000385	JABAQUARA
[-46.661171731513214, -23.63924824120797]	355030838000326	JABAQUARA
[-46.634422744430466, -23.651114913037883]	355030838000151	JABAQUARA
[-46.667272994022575, -23.64835423984928]	355030838000360	JABAQUARA
[-46.64853967453836, -23.664006936297753]	355030838000058	JABAQUARA
[-46.63872332313515, -23.633357521585037]	355030838000363	JABAQUARA
[-46.64735830050759, -23.662386188555786]	355030838000381	JABAQUARA
[-46.656217380489984, -23.644633350352695]	355030838000078	JABAQUARA
[-46.63618677314818, -23.654926833530443]	355030838000294	JABAQUARA
[-46.66088277017979, -23.645336935931518]	355030838000409	JABAQUARA
[-46.66134736845543, -23.64587054085258]	355030838000124	JABAQUARA
[-46.64234154390468, -23.64907303517437]	355030838000300	JABAQUARA
[-46.63325692786894, -23.668785903609727]	355030838000400	JABAQUARA
[-46.66417980513625, -23.65312559292798]	355030838000121	JABAQUARA
[-46.63743064837206, -23.671789536929655]	355030838000328	JABAQUARA
[-46.66423095803916, -23.653416121960753]	355030838000318	JABAQUARA
[-46.66172538913371, -23.639983832363118]	355030838000324	JABAQUARA
[-46.63774910771106, -23.67213948303486]	355030838000407	JABAQUARA
[-46.63805735107938, -23.67137645360337]	355030838000327	JABAQUARA
[-46.64411405132421, -23.663771641393126]	355030838000107	JABAQUARA
[-46.62761625449737, -23.639973232929652]	355030838000368	JABAQUARA
[-46.66191752130328, -23.639494920719557]	355030838000325	JABAQUARA
[-46.642332128681396, -23.668408170201328]	355030838000321	JABAQUARA
[-46.63401547239411, -23.651515810360152]	355030838000320	JABAQUARA
[-46.647201563717665, -23.663560537423066]	355030838000057	JABAQUARA
[-46.66023046396163, -23.646926247873306]	355030838000372	JABAQUARA
[-46.64987350203486, -23.66532764080441]	355030838000388	JABAQUARA
[-46.64445936981929, -23.66423561745818]	355030838000316	JABAQUARA
[-46.633880861630544, -23.67005561817979]	355030838000403	JABAQUARA
[-46.630936073771935, -23.636199929398185]	355030838000408	JABAQUARA
[-46.64541027794375, -23.665288058603828]	355030838000396	JABAQUARA
[-46.648363364854305, -23.6670795703288]	355030838000398	JABAQUARA
[-46.65708434595228, -23.643705761642607]	355030838000313	JABAQUARA
[-46.64733354677743, -23.65018354124683]	355030838000282	JABAQUARA
[-46.647673645702625, -23.663720236544815]	355030838000311	JABAQUARA
[-46.64757582313123, -23.66721390577946]	355030838000397	JABAQUARA
[-46.65509247021944, -23.660643913517248]	355030838000383	JABAQUARA
[-46.66051387769958, -23.64695588573045]	355030838000393	JABAQUARA
[-46.637722833788416, -23.636042682855145]	355030838000297	JABAQUARA
[-46.66116715458959, -23.642097323249093]	355030838000228	JABAQUARA
[-46.630819398917616, -23.636526221201986]	355030838000402	JABAQUARA
[-46.65129003602398, -23.66382451107761]	355030838000380	JABAQUARA
[-46.64802206539867, -23.663916296916582]	355030838000312	JABAQUARA
[-46.64201867456745, -23.64786140477391]	355030838000336	JABAQUARA
[-46.65569903106675, -23.66352004630585]	355030838000112	JABAQUARA
[-46.63378469910052, -23.65113100877175]	355030838000319	JABAQUARA
[-46.661455170198344, -23.652158900774143]	355030838000411	JABAQUARA
[-46.64779522669146, -23.666864993783083]	355030838000412	JABAQUARA
[-46.66123535020169, -23.64254681872687]	355030838000227	JABAQUARA
[-46.64051514332134, -23.662072831216395]	355030838000329	JABAQUARA
[-46.6421334556846, -23.667917248604773]	355030838000163	JABAQUARA
[-46.6408654725352, -23.66237702681933]	355030838000330	JABAQUARA
[-46.66629506274792, -23.64661804264921]	355030838000223	JABAQUARA
[-46.65600404595351, -23.663241183417085]	355030838000317	JABAQUARA
[-46.63175777911359, -23.63803383545911]	355030838000369	JABAQUARA
[-46.65782259918686, -23.64304186513284]	355030838000126	JABAQUARA
[-46.63133343543266, -23.649987487491558]	355030838000200	JABAQUARA
[-46.64710019869346, -23.652876543858333]	355030838000026	JABAQUARA
[-46.65628601890299, -23.662232962121532]	355030838000389	JABAQUARA
[-46.683878372735236, -23.646420711259868]	355030871000079	SANTO-AMARO
[-46.701984102997, -23.624402751043224]	355030871000073	SANTO-AMARO
[-46.72339799839429, -23.64628736111024]	355030871000089	SANTO-AMARO
[-46.71667618530789, -23.635980425961442]	355030871000067	SANTO-AMARO
[-46.70704149132733, -23.641445156455074]	355030871000015	SANTO-AMARO
[-46.71045702088485, -23.62996440393368]	355030871000069	SANTO-AMARO
[-46.71995600415807, -23.641324193692913]	355030871000090	SANTO-AMARO
[-46.69174337274106, -23.638616194869694]	355030871000009	SANTO-AMARO
[-46.681549852472514, -23.636407936603156]	355030871000056	SANTO-AMARO
[-46.70903356666612, -23.66140743960743]	355030871000081	SANTO-AMARO
[-46.68509386148239, -23.640625565267882]	355030871000120	SANTO-AMARO
[-46.711371521996, -23.657113902014217]	355030871000083	SANTO-AMARO
[-46.69140256451543, -23.650255835272034]	355030871000057	SANTO-AMARO
[-46.7192534870846, -23.653206294317958]	355030871000086	SANTO-AMARO
[-46.70211771027095, -23.65761913455181]	355030871000060	SANTO-AMARO
[-46.71515002349035, -23.650093672746568]	355030871000065	SANTO-AMARO
[-46.71985282644825, -23.648471881432695]	355030871000087	SANTO-AMARO
[-46.6891250699598, -23.632033723716336]	355030871000021	SANTO-AMARO
[-46.707780440408555, -23.63469730507065]	355030871000041	SANTO-AMARO
[-46.70408951691483, -23.637052598643166]	355030871000016	SANTO-AMARO
[-46.69269253789737, -23.64696697854704]	355030871000025	SANTO-AMARO
[-46.71136254028338, -23.647942915992537]	355030871000033	SANTO-AMARO
[-46.69704263747047, -23.655885786630144]	355030871000059	SANTO-AMARO
[-46.70739074635218, -23.65104021530492]	355030871000031	SANTO-AMARO
[-46.70451067387663, -23.653137298252744]	355030871000030	SANTO-AMARO
[-46.68711236566667, -23.63795695324073]	355030871000104	SANTO-AMARO
[-46.692894360466624, -23.64349239266611]	355030871000123	SANTO-AMARO
[-46.7164677163759, -23.657345051790717]	355030871000085	SANTO-AMARO
[-46.712446758760876, -23.653629012492633]	355030871000063	SANTO-AMARO
[-46.69672052805053, -23.62827810244555]	355030871000046	SANTO-AMARO
[-46.697557830231936, -23.6408872071892]	355030871000122	SANTO-AMARO
[-46.67773764082137, -23.649250819636023]	355030871000078	SANTO-AMARO
[-46.70415400567541, -23.647900689564544]	355030871000013	SANTO-AMARO
[-46.67804107970911, -23.647074138659168]	355030871000076	SANTO-AMARO
[-46.679220336634785, -23.64494598629792]	355030871000077	SANTO-AMARO
[-46.69910870345303, -23.648926384710666]	355030871000011	SANTO-AMARO
[-46.67479500490657, -23.64407585798012]	355030871000117	SANTO-AMARO
[-46.68581911819113, -23.631847794807904]	355030871000022	SANTO-AMARO
[-46.69607629104765, -23.647008987742787]	355030871000024	SANTO-AMARO
[-46.68193515029886, -23.632988184820487]	355030871000055	SANTO-AMARO
[-46.693508482912925, -23.635451748192473]	355030871000008	SANTO-AMARO
[-46.70058495049714, -23.653632693206816]	355030871000028	SANTO-AMARO
[-46.70214352286873, -23.642100888579964]	355030871000004	SANTO-AMARO
[-46.710290213459324, -23.64423990826546]	355030871000035	SANTO-AMARO
[-46.696098192822994, -23.633658714807915]	355030871000093	SANTO-AMARO
[-46.7009165120484, -23.638340763890756]	355030871000005	SANTO-AMARO
[-46.691391804114495, -23.62595332478063]	355030871000075	SANTO-AMARO
[-46.711039256308794, -23.651388055576035]	355030871000064	SANTO-AMARO
[-46.713599450709175, -23.64620483867509]	355030871000034	SANTO-AMARO
[-46.68882335078839, -23.638964276614058]	355030871000023	SANTO-AMARO
[-46.71571672111844, -23.64185031797185]	355030871000066	SANTO-AMARO
[-46.69588837238486, -23.64343021083254]	355030871000010	SANTO-AMARO
[-46.676978566960486, -23.641548723481282]	355030871000115	SANTO-AMARO
[-46.70659737332234, -23.64738941558079]	355030871000032	SANTO-AMARO
[-46.699863395113525, -23.640551246582827]	355030871000001	SANTO-AMARO
[-46.698518864643674, -23.634220038625173]	355030871000018	SANTO-AMARO
[-46.70319414105472, -23.62857992950108]	355030871000072	SANTO-AMARO
[-46.6989830554391, -23.637126526981316]	355030871000006	SANTO-AMARO
[-46.70204992148237, -23.650861749914764]	355030871000029	SANTO-AMARO
[-46.695663366744604, -23.651314510515565]	355030871000026	SANTO-AMARO
[-46.70764322763338, -23.656156281893914]	355030871000062	SANTO-AMARO
[-46.71079423283484, -23.633266625726858]	355030871000068	SANTO-AMARO
[-46.70511987728168, -23.657995308559805]	355030871000061	SANTO-AMARO
[-46.69546394914465, -23.631908935132568]	355030871000019	SANTO-AMARO
[-46.68712045398101, -23.62814098068567]	355030871000053	SANTO-AMARO
[-46.691153897876475, -23.653186593807323]	355030871000058	SANTO-AMARO
[-46.711918001824344, -23.638614018694636]	355030871000038	SANTO-AMARO
[-46.70522283582485, -23.643544274586926]	355030871000014	SANTO-AMARO
[-46.69485768438622, -23.653652961455418]	355030871000105	SANTO-AMARO
[-46.69964652223186, -23.629514845957743]	355030871000045	SANTO-AMARO
[-46.70067450037211, -23.644680095160815]	355030871000003	SANTO-AMARO
[-46.70169504127125, -23.63408825739885]	355030871000017	SANTO-AMARO
[-46.6979572353236, -23.644707980393573]	355030871000095	SANTO-AMARO
[-46.7088664051567, -23.62636472057568]	355030871000092	SANTO-AMARO
[-46.713584158012466, -23.64386973569471]	355030871000118	SANTO-AMARO
[-46.6933840203114, -23.63146773044639]	355030871000020	SANTO-AMARO
[-46.69155043462688, -23.630069592103002]	355030871000049	SANTO-AMARO
[-46.70373476350932, -23.6303561307857]	355030871000071	SANTO-AMARO
[-46.711687305495474, -23.641760174509376]	355030871000036	SANTO-AMARO
[-46.714111445700695, -23.639486032911325]	355030871000037	SANTO-AMARO
[-46.718914352250664, -23.645859662509334]	355030871000088	SANTO-AMARO
[-46.69958367175299, -23.625831394335947]	355030871000074	SANTO-AMARO
[-46.69897926915186, -23.631478570653066]	355030871000044	SANTO-AMARO
[-46.69453456030113, -23.627650346780474]	355030871000047	SANTO-AMARO
[-46.71064292907202, -23.636844869919496]	355030871000039	SANTO-AMARO
[-46.71316608370461, -23.657060852741765]	355030871000116	SANTO-AMARO
[-46.70602607091096, -23.62801053998518]	355030871000070	SANTO-AMARO
[-46.69821781527433, -23.65156500636846]	355030871000124	SANTO-AMARO
[-46.69687627022155, -23.63621414655433]	355030871000007	SANTO-AMARO
[-46.701781151713625, -23.646615954405327]	355030871000012	SANTO-AMARO
[-46.69619931321, -23.64025678824008]	355030871000002	SANTO-AMARO
[-46.69768937690441, -23.653648914155077]	355030871000027	SANTO-AMARO
[-46.70435474936797, -23.632676623957412]	355030871000042	SANTO-AMARO
[-46.70730839495359, -23.65865376499322]	355030871000082	SANTO-AMARO
[-46.71455454365171, -23.655818989342478]	355030871000084	SANTO-AMARO
[-46.690348275033976, -23.62739484216475]	355030871000052	SANTO-AMARO
[-46.69578224950296, -23.62578840329973]	355030871000109	SANTO-AMARO
[-46.701932585812486, -23.632164535891466]	355030871000108	SANTO-AMARO
[-46.71339713399244, -23.641300955609502]	355030871000106	SANTO-AMARO
[-46.70050916822472, -23.632498418440864]	355030871000043	SANTO-AMARO
[-46.693347397319556, -23.62926442664072]	355030871000110	SANTO-AMARO
[-46.70222275188359, -23.64854881028785]	355030871000098	SANTO-AMARO
[-46.68845578882947, -23.65236443886501]	355030871000080	SANTO-AMARO
[-46.69366138167632, -23.62640135860205]	355030871000121	SANTO-AMARO
[-46.705370017484306, -23.631886705459046]	355030871000099	SANTO-AMARO
[-46.708624123310514, -23.63421867451133]	355030871000040	SANTO-AMARO
[-46.71430722509424, -23.632804629089986]	355030871000091	SANTO-AMARO
[-46.70111695296482, -23.651421458259122]	355030871000125	SANTO-AMARO
[-46.68998944897891, -23.628715342597808]	355030871000051	SANTO-AMARO
[-46.6912489406522, -23.62810905828188]	355030871000050	SANTO-AMARO
[-46.70877700663536, -23.627888897780817]	355030871000134	SANTO-AMARO
[-46.6923807162626, -23.627916302922213]	355030871000048	SANTO-AMARO
[-46.70328980144957, -23.63210947966477]	355030871000130	SANTO-AMARO
[-46.70690283073755, -23.626002919649913]	355030871000132	SANTO-AMARO
[-46.714678629116925, -23.634293648618343]	355030871000113	SANTO-AMARO
[-46.69299381249276, -23.649391892146625]	355030871000128	SANTO-AMARO
[-46.706840523769415, -23.633295481868906]	355030871000107	SANTO-AMARO
[-46.712091467644065, -23.640148021861663]	355030871000131	SANTO-AMARO
[-46.694517169534144, -23.65588216193144]	355030871000119	SANTO-AMARO
[-46.69662790766749, -23.62724500585924]	355030871000129	SANTO-AMARO
[-46.71626553506869, -23.63473491250904]	355030871000114	SANTO-AMARO
[-46.69367621233284, -23.655142186401022]	355030871000100	SANTO-AMARO
[-46.713770669962976, -23.63354584460534]	355030871000112	SANTO-AMARO
[-46.69704708812918, -23.656462900847256]	355030871000101	SANTO-AMARO
[-46.69608132817621, -23.65696504217994]	355030871000127	SANTO-AMARO
[-46.70106924245709, -23.630661528704774]	355030871000103	SANTO-AMARO
[-46.6958088607297, -23.65588174304389]	355030871000094	SANTO-AMARO
[-46.715616838050586, -23.635583644022105]	355030871000133	SANTO-AMARO
[-46.71445259935075, -23.639894705133052]	355030871000126	SANTO-AMARO
[-46.70245182894375, -23.646303926291477]	355030871000097	SANTO-AMARO
[-46.71495686447081, -23.639314882179328]	355030871000102	SANTO-AMARO
[-46.700879789540416, -23.646614374079945]	355030871000096	SANTO-AMARO
[-46.68539188768606, -23.629021706073694]	355030871000054	SANTO-AMARO
[-46.715569157359944, -23.64005891869027]	355030871000111	SANTO-AMARO
